100.035380 325.727100
103.987230 302.515870
111.954040 346.702640
116.358505 294.121945
124.811296 321.216695
127.385780 368.933095
128.729780 285.728020
134.420708 345.863444
142.817520 391.163550
144.450063 304.454440
147.491110 266.233450
152.127001 331.805044
153.736579 363.333555
163.284920 411.371020
164.647089 284.838280
171.350249 383.640374
172.114304 254.216285
172.647048 312.799733
182.471423 346.505610
188.673333 272.436497
189.918185 403.945830
192.944655 297.911514
196.652610 242.240550
200.394006 375.379471
206.190151 320.963057
207.941402 283.386937
209.865756 262.869548
213.568350 221.671920
215.342905 300.375077
215.394322 348.029140
216.551450 396.520640
217.974943 243.777206
218.383370 711.415000
220.990860 682.178330
221.731741 277.060172
222.748630 667.070650
224.199325 288.915136
224.506400 651.962970
226.230480 724.417950
226.382475 310.892198
226.499690 198.093260
226.802607 267.675820
227.798543 256.299299
227.943436 327.556343
230.559313 233.876554
231.489750 372.337937
234.077590 737.420900
234.223849 697.096466
235.140260 287.951830
236.075925 246.185773
236.673810 295.709840
236.894395 277.270805
238.207360 303.467850
238.277605 220.315182
238.648530 266.589780
239.258146 346.553805
239.838614 315.088576
240.259710 631.361170
241.467940 402.403100
241.726900 256.734480
242.058010 672.449790
243.323596 328.056175
245.998532 716.196738
246.465314 237.921602
248.371260 183.504730
248.658824 651.590261
248.732455 252.951600
250.139020 303.712900
252.197992 318.138719
253.977556 383.896690
253.982358 692.347329
254.558440 758.028980
254.645947 207.809011
255.738010 249.168720
256.786805 634.472148
257.779282 336.256617
258.064219 669.398837
258.516750 297.469730
258.945135 359.481058
259.861740 612.602530
259.965400 736.615072
260.453856 309.174655
260.686630 229.305236
262.219520 165.391020
263.211395 252.361560
264.824561 657.066674
265.165040 409.778900
265.988384 321.108522
266.257370 712.110050
266.534875 294.371650
266.947294 645.316910
267.953816 766.146571
268.167571 682.195840
269.682380 242.498827
270.684780 255.554400
271.051311 304.969341
271.191984 631.523424
271.914070 669.499092
272.444156 190.790524
273.232384 699.471001
274.553000 291.273570
275.208830 261.694475
275.522914 382.084109
275.846119 584.673556
276.571612 651.274007
276.620050 722.291284
276.754323 661.843724
278.423300 149.917150
278.658570 689.638500
278.924975 404.957510
279.171112 316.726780
279.557397 215.654026
279.732880 267.834550
279.926867 337.223485
280.692720 773.866340
281.268938 750.885596
281.396021 675.664522
282.557831 624.327364
283.108529 640.250409
283.519201 237.331368
283.668427 253.551145
284.662300 280.720630
284.748221 358.787822
285.190815 302.988417
285.988460 662.073390
286.085340 605.958541
286.515190 651.603280
287.287010 732.771470
287.864091 170.961693
288.884906 290.351288
290.447169 686.137888
290.641469 674.008959
291.049460 400.709170
291.853810 556.703850
292.292039 785.678705
292.608528 265.315836
295.523440 647.185250
296.222530 635.684292
297.241709 622.651938
297.302002 320.590605
297.433681 250.015513
297.925130 377.380330
298.274737 194.481499
298.934550 665.663160
300.006258 279.650437
300.310927 674.183143
300.718460 145.826010
301.702260 682.795700
301.781580 795.342540
302.135250 759.886610
302.184582 228.781925
302.480202 297.969426
302.741245 734.811490
302.921183 585.178318
303.206008 778.107323
303.823006 547.024357
305.000802 402.779499
305.198595 609.103826
308.021880 645.841800
308.074514 265.891971
308.794686 629.480894
309.725181 391.071471
310.669548 796.733489
311.126980 166.710940
313.442942 786.563847
314.021527 346.171669
315.485086 248.923069
315.521390 537.563870
315.798082 565.808188
315.994850 374.203583
316.098502 209.239079
316.430270 404.475590
317.208378 774.631359
318.175879 598.289782
