1 2 5
5 3 1
276 258 255
348 350 351
344 348 345
254 258 265
33 34 48
48 63 33
71 63 48
39 63 47
33 63 39
81 72 47
47 63 81
4 5 2
5 4 10
10 4 7
12 10 18
5 10 12
280 252 264
243 210 252
255 238 243
284 276 296
266 276 255
255 243 266
266 252 280
266 243 252
265 258 275
258 276 275
275 276 284
329 320 332
329 325 319
319 320 329
319 325 322
322 312 319
327 320 314
339 332 327
327 332 320
315 312 322
350 348 347
348 344 347
324 310 316
310 308 316
290 264 271
247 254 242
258 254 247
255 258 247
247 238 255
80 104 126
34 36 61
61 36 38
71 48 61
61 48 34
89 63 71
89 81 63
180 193 179
203 193 180
28 41 54
28 32 23
23 20 17
13 9 6
3 5 8
5 12 8
8 6 3
8 12 13
13 6 8
224 252 218
224 264 252
198 168 187
218 252 213
252 210 213
248 257 271
295 290 271
291 296 276
280 299 291
303 296 291
291 266 280
276 266 291
320 319 309
302 314 309
314 320 309
309 299 302
309 312 299
309 319 312
318 310 324
339 327 336
304 308 310
300 304 310
298 304 300
297 294 300
300 294 298
317 316 308
280 264 289
264 290 289
289 290 302
289 299 280
302 299 289
71 61 77
139 126 158
75 58 80
236 247 242
238 247 236
97 75 80
66 61 38
86 77 66
66 77 61
38 58 66
58 75 66
100 89 71
245 225 234
45 54 64
45 32 28
28 54 45
41 65 73
73 54 41
65 99 73
73 99 112
84 99 65
143 164 186
112 99 143
143 151 112
15 22 18
20 22 15
18 10 15
17 20 15
15 11 17
15 10 7
7 11 15
27 23 32
20 23 27
42 35 27
87 59 70
223 243 238
238 198 223
223 198 187
168 198 169
182 191 172
271 264 249
249 248 271
249 224 219
264 224 249
205 182 196
191 182 205
232 246 257
257 248 232
232 205 196
303 291 305
305 311 303
299 312 305
305 291 299
312 315 305
315 311 305
349 348 351
345 348 349
330 343 341
330 318 324
324 337 330
330 337 343
334 336 327
292 294 286
298 294 292
286 294 285
324 316 328
316 317 328
328 337 324
293 287 297
283 287 293
278 295 271
271 257 278
278 293 295
283 293 278
71 77 93
93 100 71
