>> cd ../jacobi_poisson_1d
>> jacobi_poisson_1d
22-Nov-2011 13:09:57

JACOBI_POISSON_1D:
  Use Jacobi iteration for the 1D Poisson equation.
  Enter K >= 0, the grid index, so that NK = 2^K + 1:  5

    Step    Residual      Change
     939     0.03194   1.567e-05
     940     0.03178   1.559e-05
     941     0.03163   1.552e-05
     942     0.03148   1.544e-05
     943     0.03133   1.537e-05
     944     0.03118    1.53e-05
     945     0.03103   1.522e-05
     946     0.03088   1.515e-05
     947     0.03073   1.508e-05
     948     0.03058     1.5e-05
     949     0.03043   1.493e-05
     950     0.03029   1.486e-05
     951     0.03014   1.479e-05
     952        0.03   1.472e-05
     953     0.02985   1.465e-05
     954     0.02971   1.458e-05
     955     0.02956   1.451e-05
     956     0.02942   1.444e-05
     957     0.02928   1.437e-05
     958     0.02914    1.43e-05
     959       0.029   1.423e-05
     960     0.02886   1.416e-05
     961     0.02872   1.409e-05
     962     0.02858   1.402e-05
     963     0.02844   1.396e-05
     964     0.02831   1.389e-05
     965     0.02817   1.382e-05
     966     0.02804   1.376e-05
     967      0.0279   1.369e-05
     968     0.02777   1.362e-05
     969     0.02763   1.356e-05
     970      0.0275   1.349e-05
     971     0.02737   1.343e-05
     972     0.02724   1.336e-05
     973      0.0271    1.33e-05
     974     0.02697   1.323e-05
     975     0.02684   1.317e-05
     976     0.02671   1.311e-05
     977     0.02659   1.304e-05
     978     0.02646   1.298e-05
     979     0.02633   1.292e-05
     980      0.0262   1.286e-05
     981     0.02608   1.279e-05
     982     0.02595   1.273e-05
     983     0.02583   1.267e-05
     984      0.0257   1.261e-05
     985     0.02558   1.255e-05
     986     0.02546   1.249e-05
     987     0.02533   1.243e-05
     988     0.02521   1.237e-05
     989     0.02509   1.231e-05
     990     0.02497   1.225e-05
     991     0.02485   1.219e-05
     992     0.02473   1.213e-05
     993     0.02461   1.207e-05
     994     0.02449   1.202e-05
     995     0.02437   1.196e-05
     996     0.02426    1.19e-05
     997     0.02414   1.184e-05
     998     0.02402   1.179e-05
     999     0.02391   1.173e-05
    1000     0.02379   1.167e-05
    1001     0.02368   1.162e-05
    1002     0.02356   1.156e-05
    1003     0.02345   1.151e-05
    1004     0.02334   1.145e-05
    1005     0.02322    1.14e-05
    1006     0.02311   1.134e-05
    1007       0.023   1.129e-05
    1008     0.02289   1.123e-05
    1009     0.02278   1.118e-05
    1010     0.02267   1.112e-05
    1011     0.02256   1.107e-05
    1012     0.02245   1.102e-05
    1013     0.02234   1.096e-05
    1014     0.02224   1.091e-05
    1015     0.02213   1.086e-05
    1016     0.02202   1.081e-05
    1017     0.02192   1.075e-05
    1018     0.02181    1.07e-05
    1019     0.02171   1.065e-05
    1020      0.0216    1.06e-05
    1021      0.0215   1.055e-05
    1022      0.0214    1.05e-05
    1023     0.02129   1.045e-05
    1024     0.02119    1.04e-05
    1025     0.02109   1.035e-05
    1026     0.02099    1.03e-05
    1027     0.02088   1.025e-05
    1028     0.02078    1.02e-05
    1029     0.02068   1.015e-05
    1030     0.02058    1.01e-05
    1031     0.02049   1.005e-05
    1032     0.02039       1e-05
    1033     0.02029   9.955e-06
    1034     0.02019   9.907e-06
    1035     0.02009   9.859e-06
    1036        0.02   9.811e-06
    1037      0.0199   9.764e-06
    1038      0.0198   9.717e-06
    1039     0.01971    9.67e-06
    1040     0.01961   9.624e-06
    1041     0.01952   9.577e-06
    1042     0.01943   9.531e-06
    1043     0.01933   9.485e-06
    1044     0.01924    9.44e-06
    1045     0.01915   9.394e-06
    1046     0.01905   9.349e-06
    1047     0.01896   9.304e-06
    1048     0.01887   9.259e-06
    1049     0.01878   9.215e-06
    1050     0.01869    9.17e-06
    1051      0.0186   9.126e-06
    1052     0.01851   9.082e-06
    1053     0.01842   9.038e-06
    1054     0.01833   8.995e-06
    1055     0.01824   8.952e-06
    1056     0.01816   8.909e-06
    1057     0.01807   8.866e-06
    1058     0.01798   8.823e-06
    1059      0.0179    8.78e-06
    1060     0.01781   8.738e-06
    1061     0.01772   8.696e-06
    1062     0.01764   8.654e-06
    1063     0.01755   8.613e-06
    1064     0.01747   8.571e-06
    1065     0.01738    8.53e-06
    1066      0.0173   8.489e-06
    1067     0.01722   8.448e-06
    1068     0.01713   8.407e-06
    1069     0.01705   8.367e-06
    1070     0.01697   8.326e-06
    1071     0.01689   8.286e-06
    1072     0.01681   8.246e-06
    1073     0.01673   8.207e-06
    1074     0.01665   8.167e-06
    1075     0.01657   8.128e-06
    1076     0.01649   8.089e-06
    1077     0.01641    8.05e-06
    1078     0.01633   8.011e-06
    1079     0.01625   7.972e-06
    1080     0.01617   7.934e-06
    1081     0.01609   7.896e-06
    1082     0.01602   7.858e-06
    1083     0.01594    7.82e-06
    1084     0.01586   7.782e-06
    1085     0.01579   7.745e-06
    1086     0.01571   7.708e-06
    1087     0.01563    7.67e-06
    1088     0.01556   7.634e-06
    1089     0.01548   7.597e-06
    1090     0.01541    7.56e-06
    1091     0.01533   7.524e-06
    1092     0.01526   7.488e-06
    1093     0.01519   7.451e-06
    1094     0.01511   7.416e-06
    1095     0.01504    7.38e-06
    1096     0.01497   7.344e-06
    1097      0.0149   7.309e-06
    1098     0.01482   7.274e-06
    1099     0.01475   7.239e-06
    1100     0.01468   7.204e-06
    1101     0.01461   7.169e-06
    1102     0.01454   7.135e-06
    1103     0.01447     7.1e-06
    1104      0.0144   7.066e-06
    1105     0.01433   7.032e-06
    1106     0.01426   6.998e-06
    1107     0.01419   6.965e-06
    1108     0.01413   6.931e-06
    1109     0.01406   6.898e-06
    1110     0.01399   6.864e-06
    1111     0.01392   6.831e-06
    1112     0.01386   6.798e-06
    1113     0.01379   6.766e-06
    1114     0.01372   6.733e-06
    1115     0.01366   6.701e-06
    1116     0.01359   6.668e-06
    1117     0.01353   6.636e-06
    1118     0.01346   6.604e-06
    1119      0.0134   6.573e-06
    1120     0.01333   6.541e-06
    1121     0.01327   6.509e-06
    1122      0.0132   6.478e-06
    1123     0.01314   6.447e-06
    1124     0.01308   6.416e-06
    1125     0.01301   6.385e-06
    1126     0.01295   6.354e-06
    1127     0.01289   6.324e-06
    1128     0.01283   6.293e-06
    1129     0.01276   6.263e-06
    1130      0.0127   6.233e-06
    1131     0.01264   6.203e-06
    1132     0.01258   6.173e-06
    1133     0.01252   6.143e-06
    1134     0.01246   6.114e-06
    1135      0.0124   6.084e-06
    1136     0.01234   6.055e-06
    1137     0.01228   6.026e-06
    1138     0.01222   5.997e-06
    1139     0.01216   5.968e-06
    1140      0.0121   5.939e-06
    1141     0.01205    5.91e-06
    1142     0.01199   5.882e-06
    1143     0.01193   5.854e-06
    1144     0.01187   5.825e-06
    1145     0.01182   5.797e-06
    1146     0.01176    5.77e-06
    1147      0.0117   5.742e-06
    1148     0.01165   5.714e-06
    1149     0.01159   5.687e-06
    1150     0.01153   5.659e-06
    1151     0.01148   5.632e-06
    1152     0.01142   5.605e-06
    1153     0.01137   5.578e-06
    1154     0.01131   5.551e-06
    1155     0.01126   5.524e-06
    1156      0.0112   5.498e-06
    1157     0.01115   5.471e-06
    1158      0.0111   5.445e-06
    1159     0.01104   5.419e-06
    1160     0.01099   5.393e-06
    1161     0.01094   5.367e-06
    1162     0.01089   5.341e-06
    1163     0.01083   5.315e-06
    1164     0.01078   5.289e-06
    1165     0.01073   5.264e-06
    1166     0.01068   5.239e-06
    1167     0.01063   5.213e-06
    1168     0.01057   5.188e-06
    1169     0.01052   5.163e-06
    1170     0.01047   5.138e-06
    1171     0.01042   5.114e-06
    1172     0.01037   5.089e-06
    1173     0.01032   5.065e-06
    1174     0.01027    5.04e-06
    1175     0.01022   5.016e-06
    1176     0.01017   4.992e-06
    1177     0.01012   4.968e-06
    1178     0.01008   4.944e-06
    1179     0.01003    4.92e-06
    1180    0.009979   4.896e-06
    1181    0.009931   4.873e-06
    1182    0.009883   4.849e-06
    1183    0.009836   4.826e-06
    1184    0.009788   4.803e-06
    1185    0.009741    4.78e-06
    1186    0.009694   4.756e-06
    1187    0.009648   4.734e-06
    1188    0.009601   4.711e-06
    1189    0.009555   4.688e-06
    1190    0.009509   4.666e-06
    1191    0.009463   4.643e-06
    1192    0.009418   4.621e-06
    1193    0.009372   4.598e-06
    1194    0.009327   4.576e-06
    1195    0.009282   4.554e-06
    1196    0.009238   4.532e-06
    1197    0.009193   4.511e-06
    1198    0.009149   4.489e-06
    1199    0.009105   4.467e-06
    1200    0.009061   4.446e-06
    1201    0.009017   4.424e-06
    1202    0.008974   4.403e-06
    1203    0.008931   4.382e-06
    1204    0.008888   4.361e-06
    1205    0.008845    4.34e-06
    1206    0.008802   4.319e-06
    1207     0.00876   4.298e-06
    1208    0.008718   4.277e-06
    1209    0.008676   4.257e-06
    1210    0.008634   4.236e-06
    1211    0.008592   4.216e-06
    1212    0.008551   4.195e-06
    1213     0.00851   4.175e-06
    1214    0.008469   4.155e-06
    1215    0.008428   4.135e-06
    1216    0.008387   4.115e-06
    1217    0.008347   4.095e-06
    1218    0.008307   4.076e-06
    1219    0.008267   4.056e-06
    1220    0.008227   4.037e-06
    1221    0.008187   4.017e-06
    1222    0.008148   3.998e-06
    1223    0.008109   3.979e-06
    1224     0.00807   3.959e-06
    1225    0.008031    3.94e-06
    1226    0.007992   3.921e-06
    1227    0.007954   3.902e-06
    1228    0.007915   3.884e-06
    1229    0.007877   3.865e-06
    1230    0.007839   3.846e-06
    1231    0.007802   3.828e-06
    1232    0.007764   3.809e-06
    1233    0.007727   3.791e-06
    1234    0.007689   3.773e-06
    1235    0.007652   3.755e-06
    1236    0.007616   3.737e-06
    1237    0.007579   3.719e-06
    1238    0.007542   3.701e-06
    1239    0.007506   3.683e-06
    1240     0.00747   3.665e-06
    1241    0.007434   3.647e-06
    1242    0.007398    3.63e-06
    1243    0.007363   3.612e-06
    1244    0.007327   3.595e-06
    1245    0.007292   3.578e-06
    1246    0.007257    3.56e-06
    1247    0.007222   3.543e-06
    1248    0.007187   3.526e-06
    1249    0.007152   3.509e-06
    1250    0.007118   3.492e-06
    1251    0.007084   3.476e-06
    1252     0.00705   3.459e-06
    1253    0.007016   3.442e-06
    1254    0.006982   3.426e-06
    1255    0.006948   3.409e-06
    1256    0.006915   3.393e-06
    1257    0.006881   3.376e-06
    1258    0.006848    3.36e-06
    1259    0.006815   3.344e-06
    1260    0.006783   3.328e-06
    1261     0.00675   3.312e-06
    1262    0.006717   3.296e-06
    1263    0.006685    3.28e-06
    1264    0.006653   3.264e-06
    1265    0.006621   3.248e-06
    1266    0.006589   3.233e-06
    1267    0.006557   3.217e-06
    1268    0.006526   3.202e-06
    1269    0.006494   3.186e-06
    1270    0.006463   3.171e-06
    1271    0.006432   3.156e-06
    1272    0.006401   3.141e-06
    1273     0.00637   3.125e-06
    1274    0.006339    3.11e-06
    1275    0.006309   3.095e-06
    1276    0.006278    3.08e-06
    1277    0.006248   3.066e-06
    1278    0.006218   3.051e-06
    1279    0.006188   3.036e-06
    1280    0.006158   3.022e-06
    1281    0.006129   3.007e-06
    1282    0.006099   2.993e-06
    1283     0.00607   2.978e-06
    1284    0.006041   2.964e-06
    1285    0.006012    2.95e-06
    1286    0.005983   2.935e-06
    1287    0.005954   2.921e-06
    1288    0.005925   2.907e-06
    1289    0.005897   2.893e-06
    1290    0.005868   2.879e-06
    1291     0.00584   2.865e-06
    1292    0.005812   2.852e-06
    1293    0.005784   2.838e-06
    1294    0.005756   2.824e-06
    1295    0.005728   2.811e-06
    1296    0.005701   2.797e-06
    1297    0.005673   2.784e-06
    1298    0.005646    2.77e-06
    1299    0.005619   2.757e-06
    1300    0.005592   2.744e-06
    1301    0.005565    2.73e-06
    1302    0.005538   2.717e-06
    1303    0.005511   2.704e-06
    1304    0.005485   2.691e-06
    1305    0.005458   2.678e-06
    1306    0.005432   2.665e-06
    1307    0.005406   2.652e-06
    1308     0.00538    2.64e-06
    1309    0.005354   2.627e-06
    1310    0.005328   2.614e-06
    1311    0.005303   2.602e-06
    1312    0.005277   2.589e-06
    1313    0.005252   2.577e-06
    1314    0.005226   2.564e-06
    1315    0.005201   2.552e-06
    1316    0.005176    2.54e-06
    1317    0.005151   2.527e-06
    1318    0.005126   2.515e-06
    1319    0.005102   2.503e-06
    1320    0.005077   2.491e-06
    1321    0.005053   2.479e-06
    1322    0.005028   2.467e-06
    1323    0.005004   2.455e-06
    1324     0.00498   2.443e-06
    1325    0.004956   2.432e-06
    1326    0.004932    2.42e-06
    1327    0.004908   2.408e-06
    1328    0.004885   2.397e-06
    1329    0.004861   2.385e-06
    1330    0.004838   2.374e-06
    1331    0.004815   2.362e-06
    1332    0.004791   2.351e-06
    1333    0.004768    2.34e-06
    1334    0.004745   2.328e-06
    1335    0.004722   2.317e-06
    1336      0.0047   2.306e-06
    1337    0.004677   2.295e-06
    1338    0.004655   2.284e-06
    1339    0.004632   2.273e-06
    1340     0.00461   2.262e-06
    1341    0.004588   2.251e-06
    1342    0.004566    2.24e-06
    1343    0.004544   2.229e-06
    1344    0.004522   2.219e-06
    1345      0.0045   2.208e-06
    1346    0.004478   2.197e-06
    1347    0.004457   2.187e-06
    1348    0.004435   2.176e-06
    1349    0.004414   2.166e-06
    1350    0.004393   2.155e-06
    1351    0.004372   2.145e-06
    1352     0.00435   2.135e-06
    1353     0.00433   2.124e-06
    1354    0.004309   2.114e-06
    1355    0.004288   2.104e-06
    1356    0.004267   2.094e-06
    1357    0.004247   2.084e-06
    1358    0.004226   2.074e-06
    1359    0.004206   2.064e-06
    1360    0.004186   2.054e-06
    1361    0.004166   2.044e-06
    1362    0.004145   2.034e-06
    1363    0.004125   2.024e-06
    1364    0.004106   2.014e-06
    1365    0.004086   2.005e-06
    1366    0.004066   1.995e-06
    1367    0.004047   1.985e-06
    1368    0.004027   1.976e-06
    1369    0.004008   1.966e-06
    1370    0.003988   1.957e-06
    1371    0.003969   1.947e-06
    1372     0.00395   1.938e-06
    1373    0.003931   1.929e-06
    1374    0.003912   1.919e-06
    1375    0.003893    1.91e-06
    1376    0.003875   1.901e-06
    1377    0.003856   1.892e-06
    1378    0.003837   1.883e-06
    1379    0.003819   1.874e-06
    1380      0.0038   1.865e-06
    1381    0.003782   1.856e-06
    1382    0.003764   1.847e-06
    1383    0.003746   1.838e-06
    1384    0.003728   1.829e-06
    1385     0.00371    1.82e-06
    1386    0.003692   1.811e-06
    1387    0.003674   1.803e-06
    1388    0.003657   1.794e-06
    1389    0.003639   1.785e-06
    1390    0.003621   1.777e-06
    1391    0.003604   1.768e-06
    1392    0.003587    1.76e-06
    1393    0.003569   1.751e-06
    1394    0.003552   1.743e-06
    1395    0.003535   1.734e-06
    1396    0.003518   1.726e-06
    1397    0.003501   1.718e-06
    1398    0.003484    1.71e-06
    1399    0.003467   1.701e-06
    1400    0.003451   1.693e-06
    1401    0.003434   1.685e-06
    1402    0.003418   1.677e-06
    1403    0.003401   1.669e-06
    1404    0.003385   1.661e-06
    1405    0.003368   1.653e-06
    1406    0.003352   1.645e-06
    1407    0.003336   1.637e-06
    1408     0.00332   1.629e-06
    1409    0.003304   1.621e-06
    1410    0.003288   1.613e-06
    1411    0.003272   1.606e-06
    1412    0.003257   1.598e-06
    1413    0.003241    1.59e-06
    1414    0.003225   1.582e-06
    1415     0.00321   1.575e-06
    1416    0.003194   1.567e-06
    1417    0.003179    1.56e-06
    1418    0.003164   1.552e-06
    1419    0.003148   1.545e-06
    1420    0.003133   1.537e-06
    1421    0.003118    1.53e-06
    1422    0.003103   1.523e-06
    1423    0.003088   1.515e-06
    1424    0.003073   1.508e-06
    1425    0.003058   1.501e-06
    1426    0.003044   1.493e-06
    1427    0.003029   1.486e-06
    1428    0.003015   1.479e-06
    1429       0.003   1.472e-06
    1430    0.002986   1.465e-06
    1431    0.002971   1.458e-06
    1432    0.002957   1.451e-06
    1433    0.002943   1.444e-06
    1434    0.002928   1.437e-06
    1435    0.002914    1.43e-06
    1436      0.0029   1.423e-06
    1437    0.002886   1.416e-06
    1438    0.002872   1.409e-06
    1439    0.002859   1.403e-06
    1440    0.002845   1.396e-06
    1441    0.002831   1.389e-06
    1442    0.002818   1.382e-06
    1443    0.002804   1.376e-06
    1444     0.00279   1.369e-06
    1445    0.002777   1.363e-06
    1446    0.002764   1.356e-06
    1447     0.00275   1.349e-06
    1448    0.002737   1.343e-06
    1449    0.002724   1.336e-06
    1450    0.002711    1.33e-06
    1451    0.002698   1.324e-06
    1452    0.002685   1.317e-06
    1453    0.002672   1.311e-06
    1454    0.002659   1.305e-06
    1455    0.002646   1.298e-06
    1456    0.002633   1.292e-06
    1457    0.002621   1.286e-06
    1458    0.002608    1.28e-06
    1459    0.002596   1.273e-06
    1460    0.002583   1.267e-06
    1461    0.002571   1.261e-06
    1462    0.002558   1.255e-06
    1463    0.002546   1.249e-06
    1464    0.002534   1.243e-06
    1465    0.002521   1.237e-06
    1466    0.002509   1.231e-06
    1467    0.002497   1.225e-06
    1468    0.002485   1.219e-06
    1469    0.002473   1.213e-06
    1470    0.002461   1.208e-06
    1471    0.002449   1.202e-06
    1472    0.002438   1.196e-06
    1473    0.002426    1.19e-06
    1474    0.002414   1.185e-06
    1475    0.002403   1.179e-06
    1476    0.002391   1.173e-06
    1477     0.00238   1.168e-06
    1478    0.002368   1.162e-06
    1479    0.002357   1.156e-06
    1480    0.002345   1.151e-06
    1481    0.002334   1.145e-06
    1482    0.002323    1.14e-06
    1483    0.002312   1.134e-06
    1484    0.002301   1.129e-06
    1485    0.002289   1.123e-06
    1486    0.002278   1.118e-06
    1487    0.002267   1.113e-06
    1488    0.002257   1.107e-06
    1489    0.002246   1.102e-06
    1490    0.002235   1.097e-06
    1491    0.002224   1.091e-06
    1492    0.002213   1.086e-06
    1493    0.002203   1.081e-06
    1494    0.002192   1.076e-06
    1495    0.002182    1.07e-06
    1496    0.002171   1.065e-06
    1497    0.002161    1.06e-06
    1498     0.00215   1.055e-06
    1499     0.00214    1.05e-06
    1500     0.00213   1.045e-06
    1501    0.002119    1.04e-06
    1502    0.002109   1.035e-06
    1503    0.002099    1.03e-06
    1504    0.002089   1.025e-06
    1505    0.002079    1.02e-06
    1506    0.002069   1.015e-06
    1507    0.002059    1.01e-06
    1508    0.002049   1.005e-06
    1509    0.002039       1e-06
    1510    0.002029   9.956e-07
    1511    0.002019   9.908e-07
    1512     0.00201    9.86e-07
    1513       0.002   9.813e-07
    1514     0.00199   9.766e-07
    1515    0.001981   9.719e-07
    1516    0.001971   9.672e-07
    1517    0.001962   9.625e-07
    1518    0.001952   9.579e-07
    1519    0.001943   9.533e-07
    1520    0.001934   9.487e-07
    1521    0.001924   9.441e-07
    1522    0.001915   9.396e-07
    1523    0.001906    9.35e-07
    1524    0.001897   9.305e-07
    1525    0.001887   9.261e-07
    1526    0.001878   9.216e-07
    1527    0.001869   9.172e-07
    1528     0.00186   9.128e-07
    1529    0.001851   9.084e-07
    1530    0.001842    9.04e-07
    1531    0.001834   8.996e-07
    1532    0.001825   8.953e-07
    1533    0.001816    8.91e-07
    1534    0.001807   8.867e-07
    1535    0.001799   8.824e-07
    1536     0.00179   8.782e-07
    1537    0.001781   8.739e-07
    1538    0.001773   8.697e-07
    1539    0.001764   8.656e-07
    1540    0.001756   8.614e-07
    1541    0.001747   8.572e-07
    1542    0.001739   8.531e-07
    1543     0.00173    8.49e-07
    1544    0.001722   8.449e-07
    1545    0.001714   8.408e-07
    1546    0.001706   8.368e-07
    1547    0.001697   8.328e-07
    1548    0.001689   8.288e-07
    1549    0.001681   8.248e-07
    1550    0.001673   8.208e-07
    1551    0.001665   8.168e-07
    1552    0.001657   8.129e-07
    1553    0.001649    8.09e-07
    1554    0.001641   8.051e-07
    1555    0.001633   8.012e-07
    1556    0.001625   7.974e-07
    1557    0.001617   7.935e-07
    1558     0.00161   7.897e-07
    1559    0.001602   7.859e-07
    1560    0.001594   7.821e-07
    1561    0.001586   7.783e-07
    1562    0.001579   7.746e-07
    1563    0.001571   7.709e-07
    1564    0.001564   7.672e-07
    1565    0.001556   7.635e-07
    1566    0.001549   7.598e-07
    1567    0.001541   7.561e-07
    1568    0.001534   7.525e-07
    1569    0.001526   7.489e-07
    1570    0.001519   7.453e-07
    1571    0.001512   7.417e-07
    1572    0.001504   7.381e-07
    1573    0.001497   7.345e-07
    1574     0.00149    7.31e-07
    1575    0.001483   7.275e-07
    1576    0.001476    7.24e-07
    1577    0.001468   7.205e-07
    1578    0.001461    7.17e-07
    1579    0.001454   7.136e-07
    1580    0.001447   7.101e-07
    1581     0.00144   7.067e-07
    1582    0.001433   7.033e-07
    1583    0.001427   6.999e-07
    1584     0.00142   6.966e-07
    1585    0.001413   6.932e-07
    1586    0.001406   6.899e-07
    1587    0.001399   6.865e-07
    1588    0.001393   6.832e-07
    1589    0.001386     6.8e-07
    1590    0.001379   6.767e-07
    1591    0.001373   6.734e-07
    1592    0.001366   6.702e-07
    1593    0.001359    6.67e-07
    1594    0.001353   6.637e-07
    1595    0.001346   6.605e-07
    1596     0.00134   6.574e-07
    1597    0.001333   6.542e-07
    1598    0.001327    6.51e-07
    1599    0.001321   6.479e-07
    1600    0.001314   6.448e-07
    1601    0.001308   6.417e-07
    1602    0.001302   6.386e-07
    1603    0.001295   6.355e-07
    1604    0.001289   6.325e-07
    1605    0.001283   6.294e-07
    1606    0.001277   6.264e-07
    1607    0.001271   6.234e-07
    1608    0.001264   6.204e-07
    1609    0.001258   6.174e-07
    1610    0.001252   6.144e-07
    1611    0.001246   6.114e-07
    1612     0.00124   6.085e-07
    1613    0.001234   6.056e-07
    1614    0.001228   6.027e-07
    1615    0.001222   5.998e-07
    1616    0.001217   5.969e-07
    1617    0.001211    5.94e-07
    1618    0.001205   5.911e-07
    1619    0.001199   5.883e-07
    1620    0.001193   5.855e-07
    1621    0.001187   5.826e-07
    1622    0.001182   5.798e-07
    1623    0.001176    5.77e-07
    1624     0.00117   5.743e-07
    1625    0.001165   5.715e-07
    1626    0.001159   5.687e-07
    1627    0.001154    5.66e-07
    1628    0.001148   5.633e-07
    1629    0.001143   5.606e-07
    1630    0.001137   5.579e-07
    1631    0.001132   5.552e-07
    1632    0.001126   5.525e-07
    1633    0.001121   5.498e-07
    1634    0.001115   5.472e-07
    1635     0.00111   5.446e-07
    1636    0.001105   5.419e-07
    1637    0.001099   5.393e-07
    1638    0.001094   5.367e-07
    1639    0.001089   5.342e-07
    1640    0.001083   5.316e-07
    1641    0.001078    5.29e-07
    1642    0.001073   5.265e-07
    1643    0.001068   5.239e-07
    1644    0.001063   5.214e-07
    1645    0.001058   5.189e-07
    1646    0.001053   5.164e-07
    1647    0.001047   5.139e-07
    1648    0.001042   5.114e-07
    1649    0.001037    5.09e-07
    1650    0.001032   5.065e-07
    1651    0.001027   5.041e-07
    1652    0.001022   5.017e-07
    1653    0.001018   4.992e-07
    1654    0.001013   4.968e-07
    1655    0.001008   4.945e-07
    1656    0.001003   4.921e-07
    1657   0.0009981   4.897e-07
    1658   0.0009933   4.873e-07
    1659   0.0009885    4.85e-07
    1660   0.0009837   4.827e-07
    1661    0.000979   4.803e-07
    1662   0.0009743    4.78e-07
    1663   0.0009696   4.757e-07
    1664   0.0009649   4.734e-07
    1665   0.0009603   4.712e-07
    1666   0.0009556   4.689e-07
    1667    0.000951   4.666e-07
    1668   0.0009465   4.644e-07
    1669   0.0009419   4.621e-07
    1670   0.0009374   4.599e-07
    1671   0.0009329   4.577e-07
    1672   0.0009284   4.555e-07
    1673   0.0009239   4.533e-07
    1674   0.0009194   4.511e-07
    1675    0.000915   4.489e-07
    1676   0.0009106   4.468e-07
    1677   0.0009062   4.446e-07
    1678   0.0009019   4.425e-07
    1679   0.0008975   4.404e-07
    1680   0.0008932   4.382e-07
    1681   0.0008889   4.361e-07
    1682   0.0008846    4.34e-07
    1683   0.0008804   4.319e-07
    1684   0.0008761   4.299e-07
    1685   0.0008719   4.278e-07
    1686   0.0008677   4.257e-07
    1687   0.0008635   4.237e-07
    1688   0.0008594   4.216e-07
    1689   0.0008552   4.196e-07
    1690   0.0008511   4.176e-07
    1691    0.000847   4.156e-07
    1692   0.0008429   4.136e-07
    1693   0.0008389   4.116e-07
    1694   0.0008348   4.096e-07
    1695   0.0008308   4.076e-07
    1696   0.0008268   4.057e-07
    1697   0.0008228   4.037e-07
    1698   0.0008189   4.018e-07
    1699   0.0008149   3.998e-07
    1700    0.000811   3.979e-07
    1701   0.0008071    3.96e-07
    1702   0.0008032   3.941e-07
    1703   0.0007993   3.922e-07
    1704   0.0007955   3.903e-07
    1705   0.0007917   3.884e-07
    1706   0.0007879   3.866e-07
    1707   0.0007841   3.847e-07
    1708   0.0007803   3.828e-07
    1709   0.0007765    3.81e-07
    1710   0.0007728   3.792e-07
    1711   0.0007691   3.773e-07
    1712   0.0007654   3.755e-07
    1713   0.0007617   3.737e-07
    1714    0.000758   3.719e-07
    1715   0.0007544   3.701e-07
    1716   0.0007507   3.683e-07
    1717   0.0007471   3.666e-07
    1718   0.0007435   3.648e-07
    1719   0.0007399    3.63e-07
    1720   0.0007364   3.613e-07
    1721   0.0007328   3.596e-07
    1722   0.0007293   3.578e-07
    1723   0.0007258   3.561e-07
    1724   0.0007223   3.544e-07
    1725   0.0007188   3.527e-07
    1726   0.0007154    3.51e-07
    1727   0.0007119   3.493e-07
    1728   0.0007085   3.476e-07
    1729   0.0007051   3.459e-07
    1730   0.0007017   3.443e-07
    1731   0.0006983   3.426e-07
    1732   0.0006949    3.41e-07
    1733   0.0006916   3.393e-07
    1734   0.0006883   3.377e-07
    1735   0.0006849   3.361e-07
    1736   0.0006816   3.344e-07
    1737   0.0006784   3.328e-07
    1738   0.0006751   3.312e-07
    1739   0.0006718   3.296e-07
    1740   0.0006686    3.28e-07
    1741   0.0006654   3.265e-07
    1742   0.0006622   3.249e-07
    1743    0.000659   3.233e-07
    1744   0.0006558   3.218e-07
    1745   0.0006527   3.202e-07
    1746   0.0006495   3.187e-07
    1747   0.0006464   3.171e-07
    1748   0.0006433   3.156e-07
    1749   0.0006402   3.141e-07
    1750   0.0006371   3.126e-07
    1751    0.000634   3.111e-07
    1752    0.000631   3.096e-07
    1753   0.0006279   3.081e-07
    1754   0.0006249   3.066e-07
    1755   0.0006219   3.051e-07
    1756   0.0006189   3.037e-07
    1757   0.0006159   3.022e-07
    1758    0.000613   3.007e-07
    1759     0.00061   2.993e-07
    1760   0.0006071   2.979e-07
    1761   0.0006042   2.964e-07
    1762   0.0006012    2.95e-07
    1763   0.0005984   2.936e-07
    1764   0.0005955   2.922e-07
    1765   0.0005926   2.908e-07
    1766   0.0005897   2.894e-07
    1767   0.0005869    2.88e-07
    1768   0.0005841   2.866e-07
    1769   0.0005813   2.852e-07
    1770   0.0005785   2.838e-07
    1771   0.0005757   2.825e-07
    1772   0.0005729   2.811e-07
    1773   0.0005702   2.797e-07
    1774   0.0005674   2.784e-07
    1775   0.0005647   2.771e-07
    1776    0.000562   2.757e-07
    1777   0.0005593   2.744e-07
    1778   0.0005566   2.731e-07
    1779   0.0005539   2.718e-07
    1780   0.0005512   2.704e-07
    1781   0.0005486   2.691e-07
    1782   0.0005459   2.679e-07
    1783   0.0005433   2.666e-07
    1784   0.0005407   2.653e-07
    1785   0.0005381    2.64e-07
    1786   0.0005355   2.627e-07
    1787   0.0005329   2.615e-07
    1788   0.0005303   2.602e-07
    1789   0.0005278    2.59e-07
    1790   0.0005252   2.577e-07
    1791   0.0005227   2.565e-07
    1792   0.0005202   2.552e-07
    1793   0.0005177    2.54e-07
    1794   0.0005152   2.528e-07
    1795   0.0005127   2.516e-07
    1796   0.0005102   2.503e-07
    1797   0.0005078   2.491e-07
    1798   0.0005053   2.479e-07
    1799   0.0005029   2.467e-07
    1800   0.0005005   2.456e-07
    1801   0.0004981   2.444e-07
