9.833 42.75 37.92 1
9.583 43.067 38.08 1
7.6 43.6 38.04 1
6.3 41.933 38.24 1
9.833 40.75 38.21 1
11.917 41.25 37.99 1
10.867 41.733 38.04 1
12.383 40.233 37.94 1
23.233 37.85 38.4 1
28.9667 30.9333 39.166 1
28.9667 30.9667 38.922 1
28.9667 31.0167 38.662 1
28.9667 31.0167 39.525 1
28.9667 31.0167 38.802 1
28.9667 31.0383 38.568 1
27.9167 31.15 39.095 1
27.9167 31.2 38.803 1
27.9167 31.2333 39.166 1
27.25 31.3917 39.074 1
27.25 31.4083 38.998 1
27.25 31.45 39.038 1
29.8167 31.2 39.024 1
29.7917 31.2167 38.936 1
29.7667 31.25 39.015 1
29.7333 31.2833 38.738 1
30.0833 31.3333 37.033 1
30.12 31.3 36.911 1
30.17 31.2717 37.634 1
30.2217 31.29 37.352 1
30.3167 31.3717 38.246 1
30.3333 31.4167 39.282 1
30.3383 31.4667 39.201 1
30.3233 31.3833 6.422 1
30.125 31.3667 38.232 1
30.1533 31.3333 37.886 1
30.185 31.3067 37.559 1
30.1733 31.4 37.974 1
30.205 31.3683 38.228 1
30.235 31.3342 38.657 1
30.235 31.4383 38.933 1
30.255 31.4083 39.317 1
30.285 31.3867 39.319 1
30.2667 31.47 38.6 1
30.3033 31.4417 39.185 1
30.044 31.185 36.31 1
30.0595 31.169 34.54 1
30.057 31.176 36.38 1
30.057 31.166 36.31 1
30.067 31.18 34.54 1
30.077 31.169 34.27 1
30.09 31.166 33.66 1
30.105 31.163 22.81 1
30.104 31.167 34.31 1
-3.9833 35.4667 36.31 1
-3.5333 35.6833 36.47 1
-3.5333 35.9333 36.44 1
-3.5 35.8667 36.47 1
-3.0167 35.5 36.62 1
-3.0167 35.6167 36.96 1
-3.0333 35.8833 36.98 1
-4.0333 35.9833 36.35 1
-4.0167 35.85 36.41 1
-4 35.7167 36.41 1
-4 35.6 36.09 1
-4.6833 35.8833 36.56 1
-4.6667 35.7667 36.55 1
-4.6667 35.6333 36.53 1
-4.65 35.5167 36.67 1
-5.1333 35.55 36.51 1
-5.15 35.6333 36.69 1
-5.15 35.7167 36.29 1
-5.1333 35.8 36.29 1
-5.1333 35.8833 36.64 1
-5.1333 35.9833 36.42 1
-5.4 35.9333 36.47 1
-5.3333 35.9167 36.49 1
-3.5167 36.1667 36.55 1
-3.5333 36.4167 36.83 1
-3.5167 36.2833 36.82 1
-3.5167 36.0667 36.49 1
-3.0333 36.7 37.07 1
-3.0333 36.5667 37.32 1
-3.0167 36.4167 36.69 1
-3.0333 36.3 36.64 1
-3.0333 36.1667 36.64 1
-3.0333 36.0333 36.71 1
-4.05 36.6833 36.98 1
-4.0333 36.5333 36.6 1
-4.0333 36.3833 36.45 1
-4.05 36.2667 36.68 1
-4.05 36.1167 36.68 1
-4.6833 36.4167 37.36 1
-4.6833 36.2667 36.39 1
-4.6833 36.1333 36.56 1
-4.6833 36 36.6 1
-5.1333 36.0833 36.56 1
-5.1667 36.2 36.73 1
-5.1167 36.2833 36.8 1
-5.1333 36.3333 37.18 1
-5.3833 36.0167 36.62 1
-5.35 36 36.62 1
-4.4083 36.625 37.05 1
-4.3917 36.5917 36.96 1
-4.4 36.55 37.05 1
-4.6533 36.4167 36.83 1
-4.7833 36.4533 36.89 1
-4.85 36.47 36.51 1
-4.8867 36.48 37.03 1
-4.9583 36.4267 36.55 1
-5.0083 36.375 36.96 1
-5.1 36.4 37 1
-5.1333 36.3917 37 1
-5.1667 36.4 37.07 1
-5.2183 36.3267 36.92 1
-5.1967 36.2667 36.49 1
-5.2267 36.2633 36.87 1
-2.9033 35.3617 36.67 1
-3.9333 36.3167 36.67 1
-3.55 36 36.73 1
-4.3333 36.6417 37.16 1
-5 35.45 36 1
-5.05 35.4917 36.09 1
-5.1083 35.5417 35.75 1
-5.1583 35.5933 36.22 1
-5.275 35.755 36.36 1
-5.2883 35.91 36.11 1
-5.2983 35.9233 36.17 1
-5.31 35.9267 36.08 1
-5.335 35.9267 36.26 1
-5.35 35.9267 36.56 1
-5.3667 35.9233 36.24 1
-5.3883 35.9167 36.6 1
-5.3967 35.9217 36.18 1
-5.4183 35.9167 36.09 1
-5 36.385 36.82 1
-5.0583 36.4 36.44 1
-5.1083 36.375 36.44 1
-5.205 35.6717 36.35 1
-5.24 35.705 36.33 1
-5.2967 35.765 36.33 1
-5.3033 35.785 36.24 1
-5.2733 36.1967 36.8 1
-5.2383 36.26 36.87 1
-5.3017 36.1783 36.76 1
-5.2783 36.19 36.73 1
-5.315 36.1017 36.22 1
-5.325 36.0967 36.53 1
-5.4017 36.0583 36.8 1
-5.4183 36.0467 36.8 1
-5.4317 36.0417 36.45 1
0.35 39.9167 38.03 1
0.35 39.9167 38.07 1
-4.7333 36.4667 36.93 1
-4.7333 36.425 37 1
-4.7333 36.35 36.89 1
-4.4167 36.7 36.92 1
-4.35 36.6417 36.92 1
-4.3 36.5833 36.94 1
-4.0667 36.7333 37.03 1
-4.0667 36.6792 36.99 1
-4.0667 36.6333 36.97 1
-4.7392 36.47 36.79 1
-4.7417 36.4238 36.71 1
-4.7422 36.3517 36.7 1
-4.4058 36.696 37.4 1
-4.3537 36.6387 37.4 1
-4.3103 36.5933 37.26 1
-4.0665 36.7353 37.3 1
-4.0642 36.6875 37.31 1
-4.065 36.638 37.12 1
2.4272 39.4765 37.658 1
2.4272 39.4022 37.54 1
2.4292 39.3422 37.489 1
-4.58 36.7 36.85 1
-4.4167 36.7 35.77 1
-4.4167 36.7 36.51 1
-4.4167 36.7 36.67 1
2.635 39.5533 37.66 1
2.6333 39.4783 37.89 1
2.6167 39.4333 37.428 1
2.6317 39.55 37.53 1
2.6083 39.54 37.62 1
2.6317 39.55 37.01 1
2.6083 39.54 37.19 1
2.645 39.5083 37.2 1
-6.815 37.0883 34.891 1
-6.91 37.1667 31.164 1
-6.94 37.205 27.689 1
-6.96 37.2233 27.012 1
2.6317 39.55 37.191 1
2.6083 39.54 37.295 1
2.645 39.5083 37.293 1
2.6317 39.5667 36.586 1
2.635 39.57 37.03 1
2.6317 39.55 36.6 1
2.6083 39.54 37.4 1
2.645 39.5083 37.4 1
-0.71383 37.75 36.66 1
-0.69167 37.75 36.66 1
-0.675 37.75 36.65 1
-0.71383 37.75 37.18 1
-0.69167 37.75 37.14 1
-0.675 37.75 37.1 1
-4.7417 36.47 37.18 1
-4.7417 36.4233 37.1 1
-4.7417 36.3517 36.99 1
-4.4057 36.6905 37.29 1
-4.3537 36.6383 37.05 1
-4.3097 36.5927 37.61 1
6.053 40.337 37.774 1
6.045 41.658 38.15 1
6.073 40.927 37.802 1
6.017 40.05 37.651 1
5.98 40.625 37.781 1
6.028 41.317 38.059 1
6.028 41.47 38.08 1
5.855 41.998 38.259 1
6.027 41.838 38.156 1
5.95 42.833 37.937 1
5.225 42.048 38.439 1
5.18 42.233 38.386 1
6.027 42.193 38.231 1
5.997 42.367 38.281 1
4.733 42.1 38.431 1
-9 36.242 36.5 1
24.3 40.735 37.166 1
23.967 40.617 36.609 1
24.358 40.408 36.39 1
23.925 40.437 36.919 1
24.372 40.825 35.78 1
24.2 40.542 37.238 1
23.787 40.733 35.628 1
24.092 40.375 36.957 1
24.55 40.868 34.746 1
3.583 42.333 38.011 1
3.433 42.467 38.014 1
3.283 42.583 37.314 1
3.117 42.683 36.746 1
3.1 42.933 36.714 1
12 38.1 37.636 1
11.833 38.05 37.406 1
11.667 38.017 37.386 1
11.483 38.033 37.471 1
11.333 38.017 37.462 1
11.167 37.983 37.254 1
11.683 37.517 37.394 1
11.55 37.45 37.543 1
11.417 37.35 37.245 1
11.317 37.267 36.855 1
11.183 37.183 36.931 1
11.417 36.467 36.901 1
11.5 36.55 36.915 1
11.583 36.633 36.949 1
11.667 36.783 37.208 1
11.767 36.883 37.186 1
11.883 36.983 37.152 1
11.983 37.083 37.067 1
15.567 32.667 38.058 1
15.567 33.083 38.247 1
15.583 33.367 38.236 1
15.617 33.783 38.192 1
15.6 34.2 38.023 1
15.567 34.6 38.112 1
15.583 35.017 38.078 1
15.55 35.433 38.059 1
15.55 35.85 38.007 1
15.567 36.233 38.036 1
15.617 36.467 38.315 1
6.983 43.2 38.332 1
6.983 43.3 38.107 1
7.25 43.55 37.91 1
7.35 43.4 38.071 1
7.5 43.267 38.242 1
7.633 43.1 38.241 1
7.633 43.133 38.259 1
7.483 43.083 38.263 1
7.75 43 38.15 1
7.95 43.1 38.429 1
7.817 43.233 38.276 1
7.683 43.367 38.353 1
7.433 43.65 37.929 1
7.35 43.383 38.147 1
3.683 43.35 37.68 1
3.683 43.233 37.79 1
3.683 43.05 37.72 1
3.683 42.75 38.15 1
3.367 42.317 37.92 1
3.183 42.517 38.01 1
3.367 42.517 37.86 1
3.1 42.75 37.9 1
3.367 42.75 38.06 1
3.5 42.933 37.81 1
3.267 42.933 37.88 1
3.1 42.917 37.05 1
3.383 43.083 37.79 1
3.317 43.183 37.45 1
4.583 43.317 33.42 1
4.9 43.317 36.24 1
5.35 43.183 38.04 1
5.35 43.083 37.9 1
4.9 42.95 38.13 1
-1 36.667 38.057 1
-0.85 36.25 37.513 1
-0.783 35.967 36.605 1
-0.8 35.817 36.599 1
1.333 36.617 36.639 1
1.317 36.683 36.677 1
1.367 37 36.945 1
1.367 37.5 36.917 1
1.383 38 37.255 1
1.433 38.367 37.338 1
1.4 38.517 37.515 1
0.283 38.767 37.842 1
0.517 38.8 38.008 1
0.817 38.85 37.986 1
1.117 38.867 37.751 1
1.683 39.05 37.873 1
1.783 39.117 37.556 1
2 39.267 37.488 1
2.283 39.433 37.375 1
2.333 39.483 37.495 1
3.767 39.9 37.253 1
3.65 39.817 37.228 1
3.5 39.767 37.397 1
-0.933 37.433 37.967 1
-0.95 37.317 37.975 1
-1 37.05 37.169 1
6 43 37.967 1
6 42.9 37.958 1
6 42.833 37.949 1
6 42.733 37.941 1
6 42.667 38.064 1
6 42.5 38.204 1
6 42.333 38.24 1
5.983 43 37.999 1
5.983 42.9 38.026 1
6 42.833 38.3 1
6 42.75 38.312 1
5.983 42.667 38.329 1
6 42.5 38.421 1
6 42.167 38.33 1
7.417 43.25 38.237 1
6 42.983 38.068 1
6 42.917 38.097 1
6 42.833 38.131 1
6 42.75 38.163 1
6 42.667 38.409 1
6 42.5 38.42 1
6 42.333 38.439 1
5.967 42.917 37.81 1
5.967 42.917 37.82 1
6.367 42.95 37.54 1
6.167 42.933 37.775 1
5.983 42.8 37.36 1
5.85 42.817 37.845 1
5.7 42.833 37.815 1
5.55 42.983 37.76 1
5.4 43.05 37.84 1
5.217 43.117 37.97 1
5.067 43.017 37.78 1
4.983 42.933 37.79 1
4.967 42.75 37.84 1
5.7 42.967 37.75 1
5.783 42.95 37.71 1
5.883 42.933 37.75 1
5.567 42.85 37.815 1
5.4 42.867 37.795 1
5.45 42.7 37.94 1
5.633 42.633 37.99 1
5.967 42.917 37.65 1
5.967 42.917 37.68 1
5.967 42.633 38.03 1
5.983 42.467 37.995 1
5.767 42.467 38.08 1
5.533 42.45 38.05 1
5.233 42.45 38.06 1
5.033 42.533 37.94 1
