>> feynman_kac_3d
18-Aug-2012 10:56:28

FEYNMAN_KAC_3D:
  MATLAB version.

  Program parameters:

  The calculation takes place inside a 3D ellipsoid.
  A rectangular grid of points will be defined.
  The solution will be estimated for those grid points
  that lie inside the ellipsoid.

  Each solution will be estimated by computing 10000 trajectories
  from the point to the boundary.

    (X/A)^2 + (Y/B)^2 + (Z/C)^2 = 1

  The ellipsoid parameters A, B, C are set to:

    A = 3.000000
    B = 2.000000
    C = 1.000000
  Stepsize H = 0.001000

  X coordinate marked by 16 points
  Y coordinate marked by 11 points
  Z coordinate marked by 6 points

     X       Y        Z     W approx   W exact     Error  Ave Steps
     -3.000000      0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -3.000000      0.400000     -0.600000      1.000000      1.000000      0.000000         0
     -3.000000      0.400000     -0.200000      1.000000      1.000000      0.000000         0
     -3.000000      0.400000      0.200000      1.000000      1.000000      0.000000         0
     -3.000000      0.400000      0.600000      1.000000      1.000000      0.000000         0
     -3.000000      0.400000      1.000000      1.000000      1.000000      0.000000         0
     -3.000000      0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -3.000000      0.800000     -0.600000      1.000000      1.000000      0.000000         0
     -3.000000      0.800000     -0.200000      1.000000      1.000000      0.000000         0
     -3.000000      0.800000      0.200000      1.000000      1.000000      0.000000         0
     -3.000000      0.800000      0.600000      1.000000      1.000000      0.000000         0
     -3.000000      0.800000      1.000000      1.000000      1.000000      0.000000         0
     -3.000000      1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -3.000000      1.200000     -0.600000      1.000000      1.000000      0.000000         0
     -3.000000      1.200000     -0.200000      1.000000      1.000000      0.000000         0
     -3.000000      1.200000      0.200000      1.000000      1.000000      0.000000         0
     -3.000000      1.200000      0.600000      1.000000      1.000000      0.000000         0
     -3.000000      1.200000      1.000000      1.000000      1.000000      0.000000         0
     -3.000000      1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -3.000000      1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -3.000000      1.600000     -0.200000      1.000000      1.000000      0.000000         0
     -3.000000      1.600000      0.200000      1.000000      1.000000      0.000000         0
     -3.000000      1.600000      0.600000      1.000000      1.000000      0.000000         0
     -3.000000      1.600000      1.000000      1.000000      1.000000      0.000000         0
     -3.000000      2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -3.000000      2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -3.000000      2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -3.000000      2.000000      0.200000      1.000000      1.000000      0.000000         0
     -3.000000      2.000000      0.600000      1.000000      1.000000      0.000000         0
     -3.000000      2.000000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -2.600000     -2.000000      0.200000      1.000000      1.000000      0.000000         0
     -2.600000     -2.000000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -2.000000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -1.600000     -0.200000      1.000000      1.000000      0.000000         0
     -2.600000     -1.600000      0.200000      1.000000      1.000000      0.000000         0
     -2.600000     -1.600000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -1.600000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -1.200000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -1.200000     -0.200000      1.000000      1.000000      0.000000         0
     -2.600000     -1.200000      0.200000      1.000000      1.000000      0.000000         0
     -2.600000     -1.200000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -1.200000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -0.800000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -0.800000     -0.200000      0.938740      0.952287      0.013547        46
     -2.600000     -0.800000      0.200000      0.934778      0.952287      0.017509        49
     -2.600000     -0.800000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -0.800000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000     -0.400000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -0.400000     -0.200000      0.828456      0.844603      0.016147       139
     -2.600000     -0.400000      0.200000      0.829691      0.844603      0.014912       138
     -2.600000     -0.400000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000     -0.400000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000      0.000000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000      0.000000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000      0.000000     -0.200000      0.797705      0.811485      0.013780       166
     -2.600000      0.000000      0.200000      0.799060      0.811485      0.012425       165
     -2.600000      0.000000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000      0.000000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000      0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000      0.400000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000      0.400000     -0.200000      0.829364      0.844603      0.015239       138
     -2.600000      0.400000      0.200000      0.827119      0.844603      0.017484       140
     -2.600000      0.400000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000      0.400000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000      0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000      0.800000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000      0.800000     -0.200000      0.939739      0.952287      0.012548        45
     -2.600000      0.800000      0.200000      0.937996      0.952287      0.014291        47
     -2.600000      0.800000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000      0.800000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000      1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000      1.200000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000      1.200000     -0.200000      1.000000      1.000000      0.000000         0
     -2.600000      1.200000      0.200000      1.000000      1.000000      0.000000         0
     -2.600000      1.200000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000      1.200000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000      1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000      1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000      1.600000     -0.200000      1.000000      1.000000      0.000000         0
     -2.600000      1.600000      0.200000      1.000000      1.000000      0.000000         0
     -2.600000      1.600000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000      1.600000      1.000000      1.000000      1.000000      0.000000         0
     -2.600000      2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -2.600000      2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -2.600000      2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -2.600000      2.000000      0.200000      1.000000      1.000000      0.000000         0
     -2.600000      2.000000      0.600000      1.000000      1.000000      0.000000         0
     -2.600000      2.000000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -2.200000     -2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -2.200000     -2.000000      0.200000      1.000000      1.000000      0.000000         0
     -2.200000     -2.000000      0.600000      1.000000      1.000000      0.000000         0
     -2.200000     -2.000000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -2.200000     -1.600000     -0.200000      1.000000      1.000000      0.000000         0
     -2.200000     -1.600000      0.200000      1.000000      1.000000      0.000000         0
     -2.200000     -1.600000      0.600000      1.000000      1.000000      0.000000         0
     -2.200000     -1.600000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -1.200000     -0.600000      1.000000      1.000000      0.000000         0
     -2.200000     -1.200000     -0.200000      0.922521      0.939674      0.017153        60
     -2.200000     -1.200000      0.200000      0.926834      0.939674      0.012841        55
     -2.200000     -1.200000      0.600000      1.000000      1.000000      0.000000         0
     -2.200000     -1.200000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -0.800000     -0.600000      1.000000      1.000000      0.000000         0
     -2.200000     -0.800000     -0.200000      0.759092      0.769340      0.010248       203
     -2.200000     -0.800000      0.200000      0.758000      0.769340      0.011340       203
     -2.200000     -0.800000      0.600000      1.000000      1.000000      0.000000         0
     -2.200000     -0.800000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000     -0.400000     -0.600000      0.918216      0.939674      0.021458        64
     -2.200000     -0.400000     -0.200000      0.667874      0.682343      0.014470       296
     -2.200000     -0.400000      0.200000      0.670053      0.682343      0.012290       294
     -2.200000     -0.400000      0.600000      0.919276      0.939674      0.020398        62
     -2.200000     -0.400000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000      0.000000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000      0.000000     -0.600000      0.875814      0.902829      0.027015        95
     -2.200000      0.000000     -0.200000      0.645733      0.655588      0.009855       320
     -2.200000      0.000000      0.200000      0.635363      0.655588      0.020226       336
     -2.200000      0.000000      0.600000      0.874164      0.902829      0.028665        99
     -2.200000      0.000000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000      0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000      0.400000     -0.600000      0.919927      0.939674      0.019747        61
     -2.200000      0.400000     -0.200000      0.666389      0.682343      0.015954       300
     -2.200000      0.400000      0.200000      0.669251      0.682343      0.013092       296
     -2.200000      0.400000      0.600000      0.919839      0.939674      0.019835        61
     -2.200000      0.400000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000      0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000      0.800000     -0.600000      1.000000      1.000000      0.000000         0
     -2.200000      0.800000     -0.200000      0.756929      0.769340      0.012411       206
     -2.200000      0.800000      0.200000      0.757769      0.769340      0.011571       203
     -2.200000      0.800000      0.600000      1.000000      1.000000      0.000000         0
     -2.200000      0.800000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000      1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000      1.200000     -0.600000      1.000000      1.000000      0.000000         0
     -2.200000      1.200000     -0.200000      0.921376      0.939674      0.018298        60
     -2.200000      1.200000      0.200000      0.924823      0.939674      0.014851        57
     -2.200000      1.200000      0.600000      1.000000      1.000000      0.000000         0
     -2.200000      1.200000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000      1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000      1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -2.200000      1.600000     -0.200000      1.000000      1.000000      0.000000         0
     -2.200000      1.600000      0.200000      1.000000      1.000000      0.000000         0
     -2.200000      1.600000      0.600000      1.000000      1.000000      0.000000         0
     -2.200000      1.600000      1.000000      1.000000      1.000000      0.000000         0
     -2.200000      2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -2.200000      2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -2.200000      2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -2.200000      2.000000      0.200000      1.000000      1.000000      0.000000         0
     -2.200000      2.000000      0.600000      1.000000      1.000000      0.000000         0
     -2.200000      2.000000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -1.800000     -2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -1.800000     -2.000000      0.200000      1.000000      1.000000      0.000000         0
     -1.800000     -2.000000      0.600000      1.000000      1.000000      0.000000         0
     -1.800000     -2.000000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -1.800000     -1.600000     -0.200000      1.000000      1.000000      0.000000         0
     -1.800000     -1.600000      0.200000      1.000000      1.000000      0.000000         0
     -1.800000     -1.600000      0.600000      1.000000      1.000000      0.000000         0
     -1.800000     -1.600000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -1.200000     -0.600000      1.000000      1.000000      0.000000         0
     -1.800000     -1.200000     -0.200000      0.774181      0.786628      0.012447       187
     -1.800000     -1.200000      0.200000      0.770315      0.786628      0.016313       191
     -1.800000     -1.200000      0.600000      1.000000      1.000000      0.000000         0
     -1.800000     -1.200000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -0.800000     -0.600000      0.868182      0.886920      0.018738       102
     -1.800000     -0.800000     -0.200000      0.625375      0.644036      0.018662       347
     -1.800000     -0.800000      0.200000      0.630469      0.644036      0.013567       338
     -1.800000     -0.800000      0.600000      0.864637      0.886920      0.022284       108
     -1.800000     -0.800000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000     -0.400000     -0.600000      0.764645      0.786628      0.021982       197
     -1.800000     -0.400000     -0.200000      0.555289      0.571209      0.015920       431
     -1.800000     -0.400000      0.200000      0.552986      0.571209      0.018223       436
     -1.800000     -0.400000      0.600000      0.766191      0.786628      0.020437       195
     -1.800000     -0.400000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000      0.000000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000      0.000000     -0.600000      0.729564      0.755784      0.026219       234
     -1.800000      0.000000     -0.200000      0.530359      0.548812      0.018452       464
     -1.800000      0.000000      0.200000      0.533208      0.548812      0.015604       462
     -1.800000      0.000000      0.600000      0.730442      0.755784      0.025342       230
     -1.800000      0.000000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000      0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000      0.400000     -0.600000      0.760812      0.786628      0.025816       202
     -1.800000      0.400000     -0.200000      0.558574      0.571209      0.012635       425
     -1.800000      0.400000      0.200000      0.556002      0.571209      0.015207       432
     -1.800000      0.400000      0.600000      0.765492      0.786628      0.021136       195
     -1.800000      0.400000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000      0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000      0.800000     -0.600000      0.867264      0.886920      0.019657       104
     -1.800000      0.800000     -0.200000      0.627175      0.644036      0.016862       342
     -1.800000      0.800000      0.200000      0.628315      0.644036      0.015722       342
     -1.800000      0.800000      0.600000      0.865509      0.886920      0.021411       105
     -1.800000      0.800000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000      1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000      1.200000     -0.600000      1.000000      1.000000      0.000000         0
     -1.800000      1.200000     -0.200000      0.773462      0.786628      0.013166       188
     -1.800000      1.200000      0.200000      0.774342      0.786628      0.012286       189
     -1.800000      1.200000      0.600000      1.000000      1.000000      0.000000         0
     -1.800000      1.200000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000      1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000      1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -1.800000      1.600000     -0.200000      1.000000      1.000000      0.000000         0
     -1.800000      1.600000      0.200000      1.000000      1.000000      0.000000         0
     -1.800000      1.600000      0.600000      1.000000      1.000000      0.000000         0
     -1.800000      1.600000      1.000000      1.000000      1.000000      0.000000         0
     -1.800000      2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -1.800000      2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -1.800000      2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -1.800000      2.000000      0.200000      1.000000      1.000000      0.000000         0
     -1.800000      2.000000      0.600000      1.000000      1.000000      0.000000         0
     -1.800000      2.000000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -1.400000     -2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -1.400000     -2.000000      0.200000      1.000000      1.000000      0.000000         0
     -1.400000     -2.000000      0.600000      1.000000      1.000000      0.000000         0
     -1.400000     -2.000000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -1.400000     -1.600000     -0.200000      0.890216      0.902829      0.012613        85
     -1.400000     -1.600000      0.200000      0.886127      0.902829      0.016702        88
     -1.400000     -1.600000      0.600000      1.000000      1.000000      0.000000         0
     -1.400000     -1.600000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -1.200000     -0.600000      0.919740      0.939674      0.019934        61
     -1.400000     -1.200000     -0.200000      0.667746      0.682343      0.014598       297
     -1.400000     -1.200000      0.200000      0.668405      0.682343      0.013939       297
     -1.400000     -1.200000      0.600000      0.921473      0.939674      0.018201        60
     -1.400000     -1.200000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -0.800000     -0.600000      0.744485      0.769340      0.024855       219
     -1.400000     -0.800000     -0.200000      0.540477      0.558656      0.018178       453
     -1.400000     -0.800000      0.200000      0.546265      0.558656      0.012390       442
     -1.400000     -0.800000      0.600000      0.747519      0.769340      0.021821       213
     -1.400000     -0.800000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000     -0.400000     -0.600000      0.657535      0.682343      0.024808       305
     -1.400000     -0.400000     -0.200000      0.479422      0.495483      0.016061       538
     -1.400000     -0.400000      0.200000      0.480660      0.495483      0.014823       538
     -1.400000     -0.400000      0.600000      0.661596      0.682343      0.020748       302
     -1.400000     -0.400000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000      0.000000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000      0.000000     -0.600000      0.635417      0.655588      0.020171       333
     -1.400000      0.000000     -0.200000      0.462835      0.476055      0.013220       563
     -1.400000      0.000000      0.200000      0.465125      0.476055      0.010930       562
     -1.400000      0.000000      0.600000      0.634202      0.655588      0.021386       333
     -1.400000      0.000000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000      0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000      0.400000     -0.600000      0.656117      0.682343      0.026227       311
     -1.400000      0.400000     -0.200000      0.484335      0.495483      0.011148       528
     -1.400000      0.400000      0.200000      0.480488      0.495483      0.014995       542
     -1.400000      0.400000      0.600000      0.665131      0.682343      0.017212       300
     -1.400000      0.400000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000      0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000      0.800000     -0.600000      0.744941      0.769340      0.024399       216
     -1.400000      0.800000     -0.200000      0.542188      0.558656      0.016468       449
     -1.400000      0.800000      0.200000      0.542590      0.558656      0.016066       452
     -1.400000      0.800000      0.600000      0.745209      0.769340      0.024131       216
     -1.400000      0.800000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000      1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000      1.200000     -0.600000      0.921860      0.939674      0.017814        59
     -1.400000      1.200000     -0.200000      0.669979      0.682343      0.012364       295
     -1.400000      1.200000      0.200000      0.664146      0.682343      0.018198       304
     -1.400000      1.200000      0.600000      0.916731      0.939674      0.022943        64
     -1.400000      1.200000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000      1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000      1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -1.400000      1.600000     -0.200000      0.888967      0.902829      0.013862        87
     -1.400000      1.600000      0.200000      0.885978      0.902829      0.016851        90
     -1.400000      1.600000      0.600000      1.000000      1.000000      0.000000         0
     -1.400000      1.600000      1.000000      1.000000      1.000000      0.000000         0
     -1.400000      2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -1.400000      2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -1.400000      2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -1.400000      2.000000      0.200000      1.000000      1.000000      0.000000         0
     -1.400000      2.000000      0.600000      1.000000      1.000000      0.000000         0
     -1.400000      2.000000      1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -2.000000     -1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -2.000000     -0.600000      1.000000      1.000000      0.000000         0
     -1.000000     -2.000000     -0.200000      1.000000      1.000000      0.000000         0
     -1.000000     -2.000000      0.200000      1.000000      1.000000      0.000000         0
     -1.000000     -2.000000      0.600000      1.000000      1.000000      0.000000         0
     -1.000000     -2.000000      1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -1.600000     -1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -1.600000     -0.600000      1.000000      1.000000      0.000000         0
     -1.000000     -1.600000     -0.200000      0.795067      0.811485      0.016418       169
     -1.000000     -1.600000      0.200000      0.793360      0.811485      0.018125       170
     -1.000000     -1.600000      0.600000      1.000000      1.000000      0.000000         0
     -1.000000     -1.600000      1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -1.200000     -0.600000      0.820070      0.844603      0.024533       147
     -1.000000     -1.200000     -0.200000      0.595503      0.613307      0.017804       385
     -1.000000     -1.200000      0.200000      0.599716      0.613307      0.013591       377
     -1.000000     -1.200000      0.600000      0.825439      0.844603      0.019164       141
     -1.000000     -1.200000      1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -0.800000     -0.600000      0.672511      0.691502      0.018991       290
     -1.000000     -0.800000     -0.200000      0.486853      0.502134      0.015281       529
     -1.000000     -0.800000      0.200000      0.488452      0.502134      0.013682       524
     -1.000000     -0.800000      0.600000      0.673586      0.691502      0.017916       287
     -1.000000     -0.800000      1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -1.000000     -0.400000     -0.600000      0.590431      0.613307      0.022876       386
     -1.000000     -0.400000     -0.200000      0.430677      0.445353      0.014676       620
     -1.000000     -0.400000      0.200000      0.430852      0.445353      0.014501       616
     -1.000000     -0.400000      0.600000      0.593772      0.613307      0.019535       376
     -1.000000     -0.400000      1.000000      1.000000      1.000000      0.000000         0
     -1.000000      0.000000     -1.000000      1.000000      1.000000      0.000000         0
     -1.000000      0.000000     -0.600000      0.567810      0.589259      0.021449       413
     -1.000000      0.000000     -0.200000      0.411365      0.427890      0.016525       652
     -1.000000      0.000000      0.200000      0.414899      0.427890      0.012992       644
     -1.000000      0.000000      0.600000      0.563935      0.589259      0.025324       418
     -1.000000      0.000000      1.000000      1.000000      1.000000      0.000000         0
     -1.000000      0.400000     -1.000000      1.000000      1.000000      0.000000         0
     -1.000000      0.400000     -0.600000      0.591773      0.613307      0.021535       387
     -1.000000      0.400000     -0.200000      0.430702      0.445353      0.014651       617
     -1.000000      0.400000      0.200000      0.432684      0.445353      0.012669       611
     -1.000000      0.400000      0.600000      0.595365      0.613307      0.017943       379
     -1.000000      0.400000      1.000000      1.000000      1.000000      0.000000         0
     -1.000000      0.800000     -1.000000      1.000000      1.000000      0.000000         0
     -1.000000      0.800000     -0.600000      0.670685      0.691502      0.020817       295
     -1.000000      0.800000     -0.200000      0.484966      0.502134      0.017168       535
     -1.000000      0.800000      0.200000      0.488595      0.502134      0.013539       531
     -1.000000      0.800000      0.600000      0.673825      0.691502      0.017678       290
     -1.000000      0.800000      1.000000      1.000000      1.000000      0.000000         0
     -1.000000      1.200000     -1.000000      1.000000      1.000000      0.000000         0
     -1.000000      1.200000     -0.600000      0.823793      0.844603      0.020809       143
     -1.000000      1.200000     -0.200000      0.596307      0.613307      0.017000       383
