>> gauss_seidel_poisson_1d
22-Nov-2011 13:09:15

GAUSS_SEIDEL_POISSON_1D:
  Use Gauss-Seidel iteration for the 1D Poisson equation.
  Enter K >= 0, the grid index, so that NK = 2^K + 1:  5

    Step    Residual      Change
     929   0.0003907   3.817e-07
     930    0.000387    3.78e-07
     931   0.0003832   3.744e-07
     932   0.0003796   3.708e-07
     933   0.0003759   3.672e-07
     934   0.0003723   3.637e-07
     935   0.0003687   3.602e-07
     936   0.0003652   3.567e-07
     937   0.0003617   3.533e-07
     938   0.0003582   3.499e-07
     939   0.0003548   3.466e-07
     940   0.0003513   3.432e-07
     941    0.000348   3.399e-07
     942   0.0003446   3.367e-07
     943   0.0003413   3.334e-07
     944    0.000338   3.302e-07
     945   0.0003348   3.271e-07
     946   0.0003316   3.239e-07
     947   0.0003284   3.208e-07
     948   0.0003252   3.177e-07
     949   0.0003221   3.147e-07
     950    0.000319   3.116e-07
     951    0.000316   3.087e-07
     952   0.0003129   3.057e-07
     953   0.0003099   3.027e-07
     954   0.0003069   2.998e-07
     955    0.000304    2.97e-07
     956   0.0003011   2.941e-07
     957   0.0002982   2.913e-07
     958   0.0002953   2.885e-07
     959   0.0002925   2.857e-07
     960   0.0002897    2.83e-07
     961   0.0002869   2.802e-07
     962   0.0002841   2.776e-07
     963   0.0002814   2.749e-07
     964   0.0002787   2.722e-07
     965    0.000276   2.696e-07
     966   0.0002734    2.67e-07
     967   0.0002707   2.645e-07
     968   0.0002681   2.619e-07
     969   0.0002656   2.594e-07
     970    0.000263   2.569e-07
     971   0.0002605   2.545e-07
     972    0.000258    2.52e-07
     973   0.0002555   2.496e-07
     974    0.000253   2.472e-07
     975   0.0002506   2.448e-07
     976   0.0002482   2.425e-07
     977   0.0002458   2.401e-07
     978   0.0002435   2.378e-07
     979   0.0002411   2.355e-07
     980   0.0002388   2.333e-07
     981   0.0002365    2.31e-07
     982   0.0002342   2.288e-07
     983    0.000232   2.266e-07
     984   0.0002298   2.244e-07
     985   0.0002275   2.223e-07
     986   0.0002254   2.202e-07
     987   0.0002232    2.18e-07
     988   0.0002211   2.159e-07
     989   0.0002189   2.139e-07
     990   0.0002168   2.118e-07
     991   0.0002147   2.098e-07
     992   0.0002127   2.078e-07
     993   0.0002106   2.058e-07
     994   0.0002086   2.038e-07
     995   0.0002066   2.018e-07
     996   0.0002046   1.999e-07
     997   0.0002027    1.98e-07
     998   0.0002007   1.961e-07
     999   0.0001988   1.942e-07
    1000   0.0001969   1.923e-07
    1001    0.000195   1.905e-07
    1002   0.0001931   1.886e-07
    1003   0.0001913   1.868e-07
    1004   0.0001894    1.85e-07
    1005   0.0001876   1.833e-07
    1006   0.0001858   1.815e-07
    1007    0.000184   1.798e-07
    1008   0.0001822    1.78e-07
    1009   0.0001805   1.763e-07
    1010   0.0001788   1.746e-07
    1011    0.000177   1.729e-07
    1012   0.0001753   1.713e-07
    1013   0.0001737   1.696e-07
    1014    0.000172    1.68e-07
    1015   0.0001703   1.664e-07
    1016   0.0001687   1.648e-07
    1017   0.0001671   1.632e-07
    1018   0.0001655   1.616e-07
    1019   0.0001639   1.601e-07
    1020   0.0001623   1.586e-07
    1021   0.0001607    1.57e-07
    1022   0.0001592   1.555e-07
    1023   0.0001577    1.54e-07
    1024   0.0001562   1.525e-07
    1025   0.0001547   1.511e-07
    1026   0.0001532   1.496e-07
    1027   0.0001517   1.482e-07
    1028   0.0001502   1.468e-07
    1029   0.0001488   1.454e-07
    1030   0.0001474    1.44e-07
    1031    0.000146   1.426e-07
    1032   0.0001446   1.412e-07
    1033   0.0001432   1.399e-07
    1034   0.0001418   1.385e-07
    1035   0.0001404   1.372e-07
    1036   0.0001391   1.359e-07
    1037   0.0001377   1.346e-07
    1038   0.0001364   1.333e-07
    1039   0.0001351    1.32e-07
    1040   0.0001338   1.307e-07
    1041   0.0001325   1.295e-07
    1042   0.0001312   1.282e-07
    1043     0.00013    1.27e-07
    1044   0.0001287   1.258e-07
    1045   0.0001275   1.246e-07
    1046   0.0001263   1.234e-07
    1047   0.0001251   1.222e-07
    1048   0.0001239    1.21e-07
    1049   0.0001227   1.198e-07
    1050   0.0001215   1.187e-07
    1051   0.0001203   1.175e-07
    1052   0.0001192   1.164e-07
    1053    0.000118   1.153e-07
    1054   0.0001169   1.142e-07
    1055   0.0001158   1.131e-07
    1056   0.0001147    1.12e-07
    1057   0.0001136   1.109e-07
    1058   0.0001125   1.099e-07
    1059   0.0001114   1.088e-07
    1060   0.0001103   1.078e-07
    1061   0.0001093   1.067e-07
    1062   0.0001082   1.057e-07
    1063   0.0001072   1.047e-07
    1064   0.0001061   1.037e-07
    1065   0.0001051   1.027e-07
    1066   0.0001041   1.017e-07
    1067   0.0001031   1.007e-07
    1068   0.0001021   9.976e-08
    1069   0.0001011    9.88e-08
    1070   0.0001002   9.785e-08
    1071    9.92e-05   9.691e-08
    1072   9.825e-05   9.598e-08
    1073    9.73e-05   9.505e-08
    1074   9.637e-05   9.414e-08
    1075   9.544e-05   9.324e-08
    1076   9.452e-05   9.234e-08
    1077   9.362e-05   9.145e-08
    1078   9.272e-05   9.058e-08
    1079   9.183e-05   8.971e-08
    1080   9.094e-05   8.884e-08
    1081   9.007e-05   8.799e-08
    1082    8.92e-05   8.714e-08
    1083   8.835e-05   8.631e-08
    1084    8.75e-05   8.548e-08
    1085   8.666e-05   8.466e-08
    1086   8.583e-05   8.384e-08
    1087     8.5e-05   8.304e-08
    1088   8.418e-05   8.224e-08
    1089   8.338e-05   8.145e-08
    1090   8.257e-05   8.067e-08
    1091   8.178e-05   7.989e-08
    1092     8.1e-05   7.912e-08
    1093   8.022e-05   7.836e-08
    1094   7.945e-05   7.761e-08
    1095   7.868e-05   7.687e-08
    1096   7.793e-05   7.613e-08
    1097   7.718e-05    7.54e-08
    1098   7.644e-05   7.467e-08
    1099    7.57e-05   7.395e-08
    1100   7.498e-05   7.324e-08
    1101   7.426e-05   7.254e-08
    1102   7.354e-05   7.184e-08
    1103   7.284e-05   7.115e-08
    1104   7.214e-05   7.047e-08
    1105   7.144e-05   6.979e-08
    1106   7.076e-05   6.912e-08
    1107   7.008e-05   6.846e-08
    1108    6.94e-05    6.78e-08
    1109   6.874e-05   6.715e-08
    1110   6.808e-05    6.65e-08
    1111   6.742e-05   6.586e-08
    1112   6.677e-05   6.523e-08
    1113   6.613e-05   6.461e-08
    1114    6.55e-05   6.398e-08
    1115   6.487e-05   6.337e-08
    1116   6.425e-05   6.276e-08
    1117   6.363e-05   6.216e-08
    1118   6.302e-05   6.156e-08
    1119   6.241e-05   6.097e-08
    1120   6.181e-05   6.038e-08
    1121   6.122e-05    5.98e-08
    1122   6.063e-05   5.923e-08
    1123   6.005e-05   5.866e-08
    1124   5.947e-05    5.81e-08
    1125    5.89e-05   5.754e-08
    1126   5.833e-05   5.699e-08
    1127   5.777e-05   5.644e-08
    1128   5.722e-05    5.59e-08
    1129   5.667e-05   5.536e-08
    1130   5.612e-05   5.483e-08
    1131   5.558e-05    5.43e-08
    1132   5.505e-05   5.378e-08
    1133   5.452e-05   5.326e-08
    1134     5.4e-05   5.275e-08
    1135   5.348e-05   5.224e-08
    1136   5.296e-05   5.174e-08
    1137   5.246e-05   5.124e-08
    1138   5.195e-05   5.075e-08
    1139   5.145e-05   5.026e-08
    1140   5.096e-05   4.978e-08
    1141   5.047e-05    4.93e-08
    1142   4.998e-05   4.883e-08
    1143    4.95e-05   4.836e-08
    1144   4.903e-05    4.79e-08
    1145   4.856e-05   4.744e-08
    1146   4.809e-05   4.698e-08
    1147   4.763e-05   4.653e-08
    1148   4.717e-05   4.608e-08
    1149   4.672e-05   4.564e-08
    1150   4.627e-05    4.52e-08
    1151   4.582e-05   4.477e-08
    1152   4.538e-05   4.434e-08
    1153   4.495e-05   4.391e-08
    1154   4.452e-05   4.349e-08
    1155   4.409e-05   4.307e-08
    1156   4.367e-05   4.266e-08
    1157   4.325e-05   4.225e-08
    1158   4.283e-05   4.184e-08
    1159   4.242e-05   4.144e-08
    1160   4.201e-05   4.104e-08
    1161   4.161e-05   4.065e-08
    1162   4.121e-05   4.026e-08
    1163   4.081e-05   3.987e-08
    1164   4.042e-05   3.949e-08
    1165   4.003e-05   3.911e-08
    1166   3.965e-05   3.873e-08
    1167   3.927e-05   3.836e-08
    1168   3.889e-05   3.799e-08
    1169   3.852e-05   3.763e-08
    1170   3.815e-05   3.726e-08
    1171   3.778e-05   3.691e-08
    1172   3.742e-05   3.655e-08
    1173   3.706e-05    3.62e-08
    1174    3.67e-05   3.585e-08
    1175   3.635e-05   3.551e-08
    1176     3.6e-05   3.517e-08
    1177   3.565e-05   3.483e-08
    1178   3.531e-05   3.449e-08
    1179   3.497e-05   3.416e-08
    1180   3.463e-05   3.383e-08
    1181    3.43e-05   3.351e-08
    1182   3.397e-05   3.319e-08
    1183   3.365e-05   3.287e-08
    1184   3.332e-05   3.255e-08
    1185     3.3e-05   3.224e-08
    1186   3.269e-05   3.193e-08
    1187   3.237e-05   3.162e-08
    1188   3.206e-05   3.132e-08
    1189   3.175e-05   3.102e-08
    1190   3.145e-05   3.072e-08
    1191   3.115e-05   3.043e-08
    1192   3.085e-05   3.013e-08
    1193   3.055e-05   2.984e-08
    1194   3.026e-05   2.956e-08
    1195   2.997e-05   2.927e-08
    1196   2.968e-05   2.899e-08
    1197   2.939e-05   2.871e-08
    1198   2.911e-05   2.844e-08
    1199   2.883e-05   2.816e-08
    1200   2.855e-05   2.789e-08
    1201   2.828e-05   2.763e-08
    1202   2.801e-05   2.736e-08
    1203   2.774e-05    2.71e-08
    1204   2.747e-05   2.684e-08
    1205   2.721e-05   2.658e-08
    1206   2.695e-05   2.632e-08
    1207   2.669e-05   2.607e-08
    1208   2.643e-05   2.582e-08
    1209   2.618e-05   2.557e-08
    1210   2.593e-05   2.533e-08
    1211   2.568e-05   2.508e-08
    1212   2.543e-05   2.484e-08
    1213   2.519e-05    2.46e-08
    1214   2.494e-05   2.437e-08
    1215    2.47e-05   2.413e-08
    1216   2.447e-05    2.39e-08
    1217   2.423e-05   2.367e-08
    1218     2.4e-05   2.344e-08
    1219   2.377e-05   2.322e-08
    1220   2.354e-05     2.3e-08
    1221   2.331e-05   2.278e-08
    1222   2.309e-05   2.256e-08
    1223   2.287e-05   2.234e-08
    1224   2.265e-05   2.213e-08
    1225   2.243e-05   2.191e-08
    1226   2.222e-05    2.17e-08
    1227     2.2e-05   2.149e-08
    1228   2.179e-05   2.129e-08
    1229   2.158e-05   2.108e-08
    1230   2.137e-05   2.088e-08
    1231   2.117e-05   2.068e-08
    1232   2.097e-05   2.048e-08
    1233   2.076e-05   2.028e-08
    1234   2.056e-05   2.009e-08
    1235   2.037e-05    1.99e-08
    1236   2.017e-05   1.971e-08
    1237   1.998e-05   1.952e-08
    1238   1.979e-05   1.933e-08
    1239    1.96e-05   1.914e-08
    1240   1.941e-05   1.896e-08
    1241   1.922e-05   1.878e-08
    1242   1.904e-05    1.86e-08
    1243   1.885e-05   1.842e-08
    1244   1.867e-05   1.824e-08
    1245   1.849e-05   1.807e-08
    1246   1.831e-05   1.789e-08
    1247   1.814e-05   1.772e-08
    1248   1.796e-05   1.755e-08
    1249   1.779e-05   1.738e-08
    1250   1.762e-05   1.721e-08
    1251   1.745e-05   1.705e-08
    1252   1.728e-05   1.688e-08
    1253   1.712e-05   1.672e-08
    1254   1.695e-05   1.656e-08
    1255   1.679e-05    1.64e-08
    1256   1.663e-05   1.625e-08
    1257   1.647e-05   1.609e-08
    1258   1.631e-05   1.593e-08
    1259   1.615e-05   1.578e-08
    1260     1.6e-05   1.563e-08
    1261   1.585e-05   1.548e-08
    1262   1.569e-05   1.533e-08
    1263   1.554e-05   1.518e-08
    1264   1.539e-05   1.504e-08
    1265   1.525e-05   1.489e-08
    1266    1.51e-05   1.475e-08
    1267   1.495e-05   1.461e-08
    1268   1.481e-05   1.447e-08
    1269   1.467e-05   1.433e-08
    1270   1.453e-05   1.419e-08
    1271   1.439e-05   1.406e-08
    1272   1.425e-05   1.392e-08
    1273   1.411e-05   1.379e-08
    1274   1.398e-05   1.365e-08
    1275   1.384e-05   1.352e-08
    1276   1.371e-05   1.339e-08
    1277   1.358e-05   1.326e-08
    1278   1.345e-05   1.314e-08
    1279   1.332e-05   1.301e-08
    1280   1.319e-05   1.289e-08
    1281   1.306e-05   1.276e-08
    1282   1.294e-05   1.264e-08
    1283   1.281e-05   1.252e-08
    1284   1.269e-05    1.24e-08
    1285   1.257e-05   1.228e-08
    1286   1.245e-05   1.216e-08
    1287   1.233e-05   1.204e-08
    1288   1.221e-05   1.193e-08
    1289   1.209e-05   1.181e-08
    1290   1.198e-05    1.17e-08
    1291   1.186e-05   1.159e-08
    1292   1.175e-05   1.148e-08
    1293   1.163e-05   1.137e-08
    1294   1.152e-05   1.126e-08
    1295   1.141e-05   1.115e-08
    1296    1.13e-05   1.104e-08
    1297   1.119e-05   1.094e-08
    1298   1.109e-05   1.083e-08
    1299   1.098e-05   1.073e-08
    1300   1.087e-05   1.062e-08
    1301   1.077e-05   1.052e-08
    1302   1.067e-05   1.042e-08
    1303   1.056e-05   1.032e-08
    1304   1.046e-05   1.022e-08
    1305   1.036e-05   1.012e-08
    1306   1.026e-05   1.003e-08
    1307   1.016e-05   9.929e-09
    1308   1.007e-05   9.834e-09
    1309   9.969e-06   9.739e-09
    1310   9.874e-06   9.646e-09
    1311   9.779e-06   9.553e-09
    1312   9.685e-06   9.461e-09
    1313   9.592e-06    9.37e-09
    1314     9.5e-06    9.28e-09
    1315   9.408e-06   9.191e-09
    1316   9.318e-06   9.103e-09
    1317   9.228e-06   9.015e-09
    1318    9.14e-06   8.929e-09
    1319   9.052e-06   8.843e-09
    1320   8.965e-06   8.758e-09
    1321   8.879e-06   8.674e-09
    1322   8.794e-06    8.59e-09
    1323   8.709e-06   8.508e-09
    1324   8.625e-06   8.426e-09
    1325   8.543e-06   8.345e-09
    1326    8.46e-06   8.265e-09
    1327   8.379e-06   8.186e-09
    1328   8.299e-06   8.107e-09
    1329   8.219e-06   8.029e-09
    1330    8.14e-06   7.952e-09
    1331   8.062e-06   7.876e-09
    1332   7.984e-06     7.8e-09
    1333   7.908e-06   7.725e-09
    1334   7.832e-06   7.651e-09
    1335   7.756e-06   7.577e-09
    1336   7.682e-06   7.504e-09
    1337   7.608e-06   7.432e-09
    1338   7.535e-06   7.361e-09
    1339   7.463e-06    7.29e-09
    1340   7.391e-06    7.22e-09
    1341    7.32e-06   7.151e-09
    1342    7.25e-06   7.082e-09
    1343    7.18e-06   7.014e-09
    1344   7.111e-06   6.947e-09
    1345   7.043e-06    6.88e-09
    1346   6.975e-06   6.814e-09
    1347   6.908e-06   6.748e-09
    1348   6.842e-06   6.684e-09
    1349   6.776e-06   6.619e-09
    1350   6.711e-06   6.556e-09
    1351   6.646e-06   6.493e-09
    1352   6.582e-06    6.43e-09
    1353   6.519e-06   6.369e-09
    1354   6.457e-06   6.307e-09
    1355   6.395e-06   6.247e-09
    1356   6.333e-06   6.187e-09
    1357   6.272e-06   6.127e-09
    1358   6.212e-06   6.069e-09
    1359   6.152e-06    6.01e-09
    1360   6.093e-06   5.952e-09
    1361   6.035e-06   5.895e-09
    1362   5.977e-06   5.839e-09
    1363   5.919e-06   5.783e-09
    1364   5.862e-06   5.727e-09
    1365   5.806e-06   5.672e-09
    1366    5.75e-06   5.617e-09
    1367   5.695e-06   5.564e-09
    1368    5.64e-06    5.51e-09
    1369   5.586e-06   5.457e-09
    1370   5.532e-06   5.405e-09
    1371   5.479e-06   5.353e-09
    1372   5.427e-06   5.301e-09
    1373   5.375e-06    5.25e-09
    1374   5.323e-06     5.2e-09
    1375   5.272e-06    5.15e-09
    1376   5.221e-06   5.101e-09
    1377   5.171e-06   5.052e-09
    1378   5.121e-06   5.003e-09
    1379   5.072e-06   4.955e-09
    1380   5.023e-06   4.907e-09
    1381   4.975e-06    4.86e-09
    1382   4.927e-06   4.813e-09
    1383    4.88e-06   4.767e-09
    1384   4.833e-06   4.721e-09
    1385   4.787e-06   4.676e-09
    1386   4.741e-06   4.631e-09
    1387   4.695e-06   4.587e-09
    1388    4.65e-06   4.543e-09
    1389   4.605e-06   4.499e-09
    1390   4.561e-06   4.456e-09
    1391   4.517e-06   4.413e-09
    1392   4.474e-06   4.371e-09
    1393   4.431e-06   4.329e-09
    1394   4.388e-06   4.287e-09
    1395   4.346e-06   4.246e-09
    1396   4.304e-06   4.205e-09
    1397   4.263e-06   4.165e-09
    1398   4.222e-06   4.125e-09
    1399   4.182e-06   4.085e-09
    1400   4.141e-06   4.046e-09
    1401   4.102e-06   4.007e-09
    1402   4.062e-06   3.968e-09
    1403   4.023e-06    3.93e-09
    1404   3.984e-06   3.892e-09
    1405   3.946e-06   3.855e-09
    1406   3.908e-06   3.818e-09
    1407   3.871e-06   3.781e-09
    1408   3.834e-06   3.745e-09
    1409   3.797e-06   3.709e-09
    1410    3.76e-06   3.673e-09
    1411   3.724e-06   3.638e-09
    1412   3.688e-06   3.603e-09
    1413   3.653e-06   3.569e-09
    1414   3.618e-06   3.534e-09
    1415   3.583e-06     3.5e-09
    1416   3.549e-06   3.467e-09
    1417   3.515e-06   3.433e-09
    1418   3.481e-06     3.4e-09
    1419   3.447e-06   3.368e-09
    1420   3.414e-06   3.335e-09
    1421   3.381e-06   3.303e-09
    1422   3.349e-06   3.272e-09
    1423   3.317e-06    3.24e-09
    1424   3.285e-06   3.209e-09
    1425   3.253e-06   3.178e-09
    1426   3.222e-06   3.148e-09
    1427   3.191e-06   3.117e-09
    1428    3.16e-06   3.087e-09
    1429    3.13e-06   3.058e-09
    1430     3.1e-06   3.028e-09
    1431    3.07e-06   2.999e-09
    1432   3.041e-06   2.971e-09
    1433   3.012e-06   2.942e-09
    1434   2.983e-06   2.914e-09
    1435   2.954e-06   2.886e-09
    1436   2.926e-06   2.858e-09
    1437   2.897e-06   2.831e-09
    1438    2.87e-06   2.803e-09
    1439   2.842e-06   2.776e-09
    1440   2.815e-06    2.75e-09
    1441   2.788e-06   2.723e-09
    1442   2.761e-06   2.697e-09
    1443   2.734e-06   2.671e-09
    1444   2.708e-06   2.646e-09
    1445   2.682e-06    2.62e-09
    1446   2.656e-06   2.595e-09
    1447   2.631e-06    2.57e-09
    1448   2.606e-06   2.545e-09
    1449   2.581e-06   2.521e-09
    1450   2.556e-06   2.497e-09
    1451   2.531e-06   2.473e-09
    1452   2.507e-06   2.449e-09
    1453   2.483e-06   2.425e-09
    1454   2.459e-06   2.402e-09
    1455   2.435e-06   2.379e-09
    1456   2.412e-06   2.356e-09
    1457   2.389e-06   2.334e-09
    1458   2.366e-06   2.311e-09
    1459   2.343e-06   2.289e-09
    1460   2.321e-06   2.267e-09
    1461   2.298e-06   2.245e-09
    1462   2.276e-06   2.224e-09
    1463   2.254e-06   2.202e-09
    1464   2.233e-06   2.181e-09
    1465   2.211e-06    2.16e-09
    1466    2.19e-06   2.139e-09
    1467   2.169e-06   2.119e-09
    1468   2.148e-06   2.098e-09
    1469   2.127e-06   2.078e-09
    1470   2.107e-06   2.058e-09
    1471   2.087e-06   2.039e-09
    1472   2.067e-06   2.019e-09
    1473   2.047e-06       2e-09
    1474   2.027e-06    1.98e-09
    1475   2.008e-06   1.961e-09
    1476   1.988e-06   1.942e-09
    1477   1.969e-06   1.924e-09
    1478    1.95e-06   1.905e-09
    1479   1.932e-06   1.887e-09
    1480   1.913e-06   1.869e-09
    1481   1.895e-06   1.851e-09
    1482   1.877e-06   1.833e-09
    1483   1.858e-06   1.816e-09
    1484   1.841e-06   1.798e-09
    1485   1.823e-06   1.781e-09
    1486   1.805e-06   1.764e-09
    1487   1.788e-06   1.747e-09
    1488   1.771e-06    1.73e-09
    1489   1.754e-06   1.713e-09
    1490   1.737e-06   1.697e-09
    1491    1.72e-06   1.681e-09
    1492   1.704e-06   1.664e-09
    1493   1.687e-06   1.648e-09
    1494   1.671e-06   1.633e-09
    1495   1.655e-06   1.617e-09
    1496   1.639e-06   1.601e-09
    1497   1.624e-06   1.586e-09
    1498   1.608e-06   1.571e-09
    1499   1.592e-06   1.556e-09
    1500   1.577e-06   1.541e-09
    1501   1.562e-06   1.526e-09
    1502   1.547e-06   1.511e-09
    1503   1.532e-06   1.497e-09
    1504   1.517e-06   1.482e-09
    1505   1.503e-06   1.468e-09
    1506   1.488e-06   1.454e-09
    1507   1.474e-06    1.44e-09
    1508    1.46e-06   1.426e-09
    1509   1.446e-06   1.413e-09
    1510   1.432e-06   1.399e-09
    1511   1.418e-06   1.386e-09
    1512   1.405e-06   1.372e-09
    1513   1.391e-06   1.359e-09
    1514   1.378e-06   1.346e-09
    1515   1.365e-06   1.333e-09
    1516   1.351e-06    1.32e-09
    1517   1.338e-06   1.308e-09
    1518   1.326e-06   1.295e-09
    1519   1.313e-06   1.283e-09
    1520     1.3e-06    1.27e-09
    1521   1.288e-06   1.258e-09
    1522   1.275e-06   1.246e-09
    1523   1.263e-06   1.234e-09
    1524   1.251e-06   1.222e-09
    1525   1.239e-06    1.21e-09
    1526   1.227e-06   1.199e-09
    1527   1.215e-06   1.187e-09
    1528   1.204e-06   1.176e-09
    1529   1.192e-06   1.165e-09
    1530   1.181e-06   1.153e-09
    1531   1.169e-06   1.142e-09
    1532   1.158e-06   1.131e-09
    1533   1.147e-06    1.12e-09
    1534   1.136e-06    1.11e-09
    1535   1.125e-06   1.099e-09
    1536   1.114e-06   1.088e-09
    1537   1.103e-06   1.078e-09
    1538   1.093e-06   1.068e-09
    1539   1.082e-06   1.057e-09
    1540   1.072e-06   1.047e-09
    1541   1.062e-06   1.037e-09
    1542   1.051e-06   1.027e-09
    1543   1.041e-06   1.017e-09
    1544   1.031e-06   1.008e-09
    1545   1.021e-06   9.979e-10
    1546   1.012e-06   9.883e-10
    1547   1.002e-06   9.788e-10
    1548   9.923e-07   9.694e-10

  Using grid index K = 5
  System size NK was 33
  Tolerance for linear residual 1e-06
  RMS of linear residual 9.92291e-07
  Number of GS iterations taken was 1548
  RMS GS error in solution of linear system = 9.99293e-08
  RMS discretization error in Poisson solution = 0.00015129

     I        X        U_Exact    U_Direct    U_Jacobi

     1      0.0000          -0  -1.402e-15           0
     2      0.0312    -0.03123    -0.03121    -0.03121
     3      0.0625    -0.06237    -0.06233    -0.06233
     4      0.0938    -0.09331    -0.09325    -0.09325
     5      0.1250     -0.1239     -0.1239     -0.1239
     6      0.1562     -0.1541      -0.154      -0.154
     7      0.1875     -0.1838     -0.1837     -0.1837
     8      0.2188     -0.2127     -0.2126     -0.2126
     9      0.2500     -0.2408     -0.2406     -0.2406
    10      0.2812     -0.2678     -0.2677     -0.2677
    11      0.3125     -0.2937     -0.2935     -0.2935
    12      0.3438     -0.3181      -0.318      -0.318
    13      0.3750      -0.341     -0.3408     -0.3408
    14      0.4062     -0.3621     -0.3619     -0.3619
    15      0.4375     -0.3812      -0.381      -0.381
    16      0.4688     -0.3979     -0.3977     -0.3977
    17      0.5000     -0.4122      -0.412      -0.412
    18      0.5312     -0.4236     -0.4234     -0.4234
    19      0.5625     -0.4319     -0.4317     -0.4317
    20      0.5938     -0.4368     -0.4366     -0.4366
    21      0.6250     -0.4379     -0.4377     -0.4377
    22      0.6562     -0.4348     -0.4346     -0.4346
    23      0.6875     -0.4273     -0.4271     -0.4271
    24      0.7188     -0.4148     -0.4146     -0.4146
    25      0.7500     -0.3969     -0.3968     -0.3968
    26      0.7812     -0.3733     -0.3731     -0.3731
    27      0.8125     -0.3433     -0.3432     -0.3432
    28      0.8438     -0.3065     -0.3064     -0.3064
    29      0.8750     -0.2624     -0.2623     -0.2623
    30      0.9062     -0.2103     -0.2102     -0.2102
    31      0.9375     -0.1496     -0.1496     -0.1496
    32      0.9688    -0.07976    -0.07973    -0.07973
    33      1.0000           0           0           0

GAUSS_SEIDEL_POISSON_1D:
  Normal end of execution.

22-Nov-2011 13:09:17
>> 
